|SubjectID|CourseTitleEN|CourseCode|Summary_EN|AcademicYear|
|   24378268 | NULL                                                                                                    | CH-446       | The course  first, overviews the necessary background topics in geometrical and wave optics, quantum mechanics.  This follows by studying the fundamentals of lasers, particular types of lasers and their applications for spectroscopy, chemical conversion, biomedical research and applications.                                                         | 2016-2017    |
|  350478895 | NULL                                                                                                    | CH-447       | The course is made up of the understanding of the use of advanced materials for Dye-sensitized Solar Cells, Semiconductor Nanoparticles (Q-dots) and Organic Light Emitting Diodes (OLED).                                                                                                                                                                                               | 2016-2017    |
| 1769334605 | NULL                                                                                                    | CH-447       | The course is made up of the understanding of the use of advanced materials for Dye-sensitized Solar Cells, Semiconductor Nanoparticles (Q-dots) and Organic Light Emitting Diodes (OLED).                                                                                                                                                                                               | 2016-2017    |
|  230671669 | NULL                                                                                                    | CH-447       | The course is made up of the understanding of the use of advanced materials for Dye-sensitized Solar Cells, Semiconductor Nanoparticles (Q-dots) and Organic Light Emitting Diodes (OLED).                                                                                                                                                                                               | 2016-2017    |
|  354983164 | NULL                                                                                                    | CH-448       | The most important clinical diagnostic and therapeutic applications of light will be described. In addition, this course will address the principles governing the interactions between light and biological tissues, their optical properties and basic concepts in photobiology and photochemistry.                                                                             | 2016-2017    |
|    1770678 | NULL                                                                                                    | CH-451       | Introduction of the bases allowing the computation of chemical reactions and spectroscopic properties of molecules or ions in the gas phase and in solution using quantum chemical methods.                                                                                                                                                                                                     | 2016-2017    |
|    1771373 | NULL                                                                                                    | CH-452       | This course will discuss the main methods for the simulation of quantum time dependent properties for molecular systems. Basic notions of density functional theory and of its time dependent version will be covered in the context of adiabatic and non adiabatic dynamics.                                                                                                                  | 2016-2017    |
|  250991626 | NULL                                                                                                    | CH-452       | This course will discuss the main methods for the simulation of quantum time dependent properties for molecular systems. Basic notions of density functional theory and of its time dependent version will be covered in the context of adiabatic and non adiabatic dynamics.                                                                                                                  | 2016-2017    |
|  129855383 | NULL                                                                                                    | CH-453       | The course covers several exact, approximate, and numerical methods to solve the time-dependent molecular Schrödinger equation, and applications including calculations of molecular electronic spectra. More advanced topics include introduction to the semiclassical methods and Feynman path integral.                                                                 | 2016-2017    |
|  350477456 | NULL                                                                                                    | CH-453       | The course covers several exact, approximate, and numerical methods to solve the time-dependent molecular Schrödinger equation, and applications including calculations of molecular electronic spectra. More advanced topics include introduction to the semiclassical methods and Feynman path integral.                                                                 | 2016-2017    |
|   44378947 | Molecular Physics                                                                                       | CH-462       | Basics in molecular physics (vibrational, rotational and electronc structure) are introduced to help understand infrared,Raman and visible-ultraviolet spectroscopy. In addition, symmetry properties are presented for the description of  polyatomic molecules.                                                                                                          | 2016-2017    |
|   71883318 | NULL                                                                                                    | CH-491       | The student applies the acquired skills to an academic project.                                                                                                                                                                                                                                                                                                                                 | 2016-2017    |
| 1769339854 | NULL                                                                                                    | CH-492       | Interdisciplinary Laboratory Projects - ISIC                                                                                                                                                                                                                                                                                                                                                    | 2016-2017    |
|  132425754 | Master project in Molecular & Biological Chemistry                                                      | CH-599       | The Master ends up with an independent research work lasting 4 to 6 months in academia or industry, called the Master's thesis.                                                                                                                                                                                                                                                     | 2016-2017    |
|    1774317 | NULL                                                                                                    | ChE-201      | Introduction to Chemical Engineering is an introductory course that provides a basic overview of the chemical engineering field. It addresses the formulation and solution of material and energy balances by using the physical/chemical properties of materials.                                                                                                                              | 2016-2017    |
|  250986010 | NULL                                                                                                    | ChE-201      | Introduction to Chemical Engineering is an introductory course that provides a basic overview of the chemical engineering field. It addresses the formulation and solution of material and energy balances by using the physical/chemical properties of materials.                                                                                                                              | 2016-2017    |
|    1774327 | Introduction to chemical engineering Laboratory Works                                                   | ChE-203      | This course aims to expose the students to basic and modern processes/systems important to chemical engineers. Students perform experiments in groups, analyze results and use these to design industrial scale processes. Written and oral reports and laboratory performance are used for the final mark.                                                                              | 2016-2017    |
|    4149838 | NULL                                                                                                    | ChE-301      | - Derivation of differential balances equations for momentum, heat and mass. In this context, the derivation of the Navier-Stokes equation is applied for the calculation of velocity profiles in some systems.- Recognize and apply the analogies between the three types of transfer.                                                                                         | 2016-2017    |
| 1898529993 | NULL                                                                                                    | ChE-301      | - Derivation of differential balances equations for momentum, heat and mass. In this context, the derivation of the Navier-Stokes equation is applied for the calculation of velocity profiles in some systems.- Recognize and apply the analogies between the three types of transfer.                                                                                         | 2016-2017    |
|    4149842 | NULL                                                                                                    | ChE-302      | This course integrates intermediate fluid mechanics with heat and mass transport phenomena to enable students to analyze problems of interest to a chemical engineer. Students develop abilities to design basic transport modules for engineering application.                                                                                                                                 | 2016-2017    |
|    2268454 | Reactor theory                                                                                          | ChE-303      | This course presents the fundamentals of Chemical Reaction Engineering allowing the proper choice, design and exploitation of an ideal chemical reactor.                                                                                                                                                                                                                                 | 2016-2017    |
|    4147397 | Chemical engineering practice                                                                           | ChE-309      | This course provides the students with practical experience with simple "unit operations" based on heat and mass transfer . The students develop the ability to scale-up laboratory results into the design of industrial-size components.                                                                                                                                            | 2016-2017    |
|    1772000 | NULL                                                                                                    | ChE-311      | This course introduces the basic principles of bioprocess engineering and highlights the similarities and differences with chemical engineering. Without going into the fundamentals, it proposes an overview of the techniques for fermentation as well as product purification  (DownStream Processing).                                                                               | 2016-2017    |
|  130130740 | NULL                                                                                                    | ChE-401      | Design of separation processes widely used in the industry, such as distillation, liquid-liquid extraction, gas absorption and stripping, using the equilibrium-stage approach.                                                                                                                                                                                     | 2016-2017    |
|   24381615 | NULL                                                                                                    | ChE-402      | Design of selected separation processes (gas absorption and stripping, distillation, membrane separations) using the mass-transfer approach.                                                                                                                                                                                                                                      | 2016-2017    |
|   48099118 | NULL                                                                                                    | ChE-403      | The theoretical background and practical aspects of heterogeneous reactions including the basic knowledge of heterogeneous catalysis are introduced.  The fundamentals are given to allow for the use of chemical reactors to study reaction kinetics and test various mechanistic assumptions.                                                                                                 | 2016-2017    |
|    1776682 | NULL                                                                                                    | ChE-404      | The course is an introduction to the industrial waste-water treatment processes. It covers the chemical and biochemical analysis, the evaluation of toxicity and biodegradability, the biological, chemical and physico-chemical treatment systems. The students also prepares and present a team project.                                                                 | 2016-2017    |
| 1669230753 | NULL                                                                                                    | ChE-404      | The course is an introduction to the industrial waste-water treatment processes. It covers the chemical and biochemical analysis, the evaluation of toxicity and biodegradability, the biological, chemical and physico-chemical treatment systems. The students also prepares and present a team project.                                                                 | 2016-2017    |
|    4147445 | NULL                                                                                                    | ChE-407      | Use thermodynamics, electrochemical kinetics, electrocatalysis and notions of transport phenomena in the design of electrochemical reactors. Application in electrosynthesis and fuel cells. Presentation of examples of industrial processes                                                                                                                                     | 2016-2017    |
| 1669230250 | NULL                                                                                                    | ChE-407      | Use thermodynamics, electrochemical kinetics, electrocatalysis and notions of transport phenomena in the design of electrochemical reactors. Application in electrosynthesis and fuel cells. Presentation of examples of industrial processes                                                                                                                                     | 2016-2017    |
|  350848359 | NULL                                                                                                    | ChE-408      | Chemical and engineering metrics are introduced to assess sustainability &amp; ecology of chemical processes. Innovative design principles are presented allowing the design of intensified chemical production leading to waste reduction, increased reactor safety and high product quality.                                                                                           | 2016-2017    |
| 1769343085 | NULL                                                                                                    | ChE-408      | Chemical and engineering metrics are introduced to assess sustainability &amp; ecology of chemical processes. Innovative design principles are presented allowing the design of intensified chemical production leading to waste reduction, increased reactor safety and high product quality.                                                                                           | 2016-2017    |
|   71898545 | NULL                                                                                                    | ChE-409      | Familiarization with practical aspects encountered in chemical reaction engineering. A research project is carried out along twelve weeks where a close interaction is required between the different groups.                                                                                                                                                                                 | 2016-2017    |
|    4145236 | NULL                                                                                                    | ChE-409      | Familiarization with practical aspects encountered in chemical reaction engineering. A research project is carried out along twelve weeks where a close interaction is required between the different groups.                                                                                                                                                                                 | 2016-2017    |
| 1769362806 | NULL                                                                                                    | ChE-410      | The course is an introduction to heterogeneous catalysis for environmental protection and energy production. It focusses on catalytic exhaust gas cleaning for stationary power plants and internal combustion engines as well as catalytic systems relevant for gaseous and liquid fuel production.                                                                                            | 2016-2017    |
|   71898059 | NULL                                                                                                    | ChE-411      | The course introduces key concepts from systems biology and systems engineering methodologies used for the study of complex biological networks. It presents and analyzes the methodologies for the development of models of biological networks.                                                                                                                                               | 2016-2017    |
| 1542955188 | NULL                                                                                                    | ChE-421      | This course is a natural continuation of Principles and Applications of System Biology (ChE-411). The goal of this course is to introduce to students systems engineering methodologies as a tool for the study of complex biological networks.                                                                                                                                                 | 2016-2017    |
|  941688359 | NULL                                                                                                    | ChE-437      | This course aims at a more advanced coverage of the basic aspects discussed in module ChE-311. It is however of a stand-alone nature, and even students who have little knowledge on bioprocess development shall benefit as well from this module.                                                                                                                                      | 2016-2017    |
|    3065435 | NULL                                                                                                    | ChE-451      | Familiarize the students with integrated process development and industrial technologies.                                                                                                                                                                                                                                                                                                       | 2016-2017    |
|    1771573 | NULL                                                                                                    | ChE-451      | Familiarize the students with integrated process development and industrial technologies.                                                                                                                                                                                                                                                                                                       | 2016-2017    |
|    3065435 | NULL                                                                                                    | ChE-452      | Familiarize the students with integrated process development and industrial technologies.                                                                                                                                                                                                                                                                                                       | 2016-2017    |
|    1771578 | NULL                                                                                                    | ChE-452      | Familiarize the students with integrated process development and industrial technologies.                                                                                                                                                                                                                                                                                                       | 2016-2017    |
|    1771583 | NULL                                                                                                    | ChE-459      | Development project of a real lab process to industrial scale.                                                                                                                                                                                                                                                                                                                                  | 2016-2017    |
| 1715599381 | NULL                                                                                                    | ChE-460      | To complete a project in bioprocess field in a research lab.                                                                                                                                                                                                                                                                                                                                    | 2016-2017    |
|  234597759 | Engineering internship (Master in Chemical engineering and Biotechnology)                               | ChE-596      | The student makes an industrial internship from 4 to 6 months in a field where the chemical engineer competences are brought out.                                                                                                                                                                                                                                                               | 2016-2017    |
|  134467760 | Master project in Chemical Engineering & Biotechnology                                                  | ChE-599      | The Master ends up with an independent research work lasting 4 to 6 months in academia or industry, called the Master's thesis.                                                                                                                                                                                                                                                     | 2016-2017    |
| 1593341315 | Master project in Chemical Engineering & Biotechnology                                                  | ChE-599      | The Master ends up with an independent research work lasting 4 to 6 months in academia or industry, called the Master's thesis.                                                                                                                                                                                                                                                     | 2016-2017    |
|  824225311 | Geology                                                                                                 | CIVIL-103    | Civil and environmental engineers work in the earth environment.  Understanding the Earth as planet and as a geological system, from the core to the atmosphere will allow a future engineers to work in the context of an evolving earth.                                                                                                                                               | 2016-2017    |
|    2181754 | NULL                                                                                                    | CIVIL-122    | The course presents the bases of structural behaviour, the calculation on internal forces and the principles of dimensioning. The course is based on a graphical determination of internal forces.                                                                                                                                                                                       | 2016-2017    |
|    2181754 | NULL                                                                                                    | CIVIL-123    | The course leads to an understanding of the structural behaviour, the determination of internal forces and the dimensioning of truss, beam, slab and frame structures. The course is based on the graphical resolution of internal forces through graphical statics.                                                                                                       | 2016-2017    |
|  824222877 | Statics I                                                                                               | CIVIL-124    | Developing an understanding for static systems. Solution of isostatic systems in terms of reaction forces and internal forces (NVM diagrams)                                                                                                                                                                                                                                                   | 2016-2017    |
|  231607233 | Statics I                                                                                               | CIVIL-124    | Developing an understanding for static systems. Solution of isostatic systems in terms of reaction forces and internal forces (NVM diagrams)                                                                                                                                                                                                                                                   | 2016-2017    |
|  227317652 | Soil mechanics and Groundwater seepage                                                                  | CIVIL-203    | The course gives the basics for the Soil Mechanics and Ground Water Seepage. It covers the concept of soils experimental characterization, the relevant theories for the constitutive relations and the fluid flow. Typical geotechnical problems are also discussed.                                                                                                                    | 2016-2017    |
|   71543597 | Fluids mechanics (For GC)                                                                               | CIVIL-210    | This course is an introduction to fluid mechanics. Physical properties of fluids and the conservation principles (mass and momentum) are presented. The second part of the course is devoted to applications to open-channel hydraulics and pipeline flows.                                                                                                                                     | 2016-2017    |
|  938058920 | Mechanics of structures (For GC)                                                                        | CIVIL-223    | Knowledge on mechanical behavior of structural elements, bars and beams, regarding strength until failure, displacements at a point and stability in terms of buckling is required (elasticity and plasticity).Tension, compression, bending (with shear)and torsion stress calculation(isostatic structure)                                                 | 2016-2017    |
|  830891729 | Statics II                                                                                              | CIVIL-224    | Develop analytical and intuitive understanding of structural behavior.                                                                                                                                                                                                                                                                                                                          | 2016-2017    |
|  231606915 | Continuum mechanics (for GC)                                                                            | CIVIL-225    | This class addresses Continuum Mechanics, which is fundamental component of the civil engineering curriculum. It covers the concepts of deformation, stress, general principles, equilibrium equations, and constitutive laws.                                                                                                                               | 2016-2017    |
|  227318424 | Concrete structures                                                                                     | CIVIL-234    | To understand the behaviour and principles for design of structural concrete members. To be able to design concrete members of most common structures : halls, buildings, retaining walls, parking garages etc.                                                                                                                                                            | 2016-2017    |
|  227318683 | Design of steel structures                                                                              | CIVIL-235    | This course deals with the fondamental and practical aspects of steel structures design. This includes the design of beams, columns, connections, frames, structural systems and stability problems.                                                                                                                                                                | 2016-2017    |
|  231607947 | Computer-aided engineering (for GC)                                                                     | CIVIL-260    | Engineering computing is much more than a specialized skill that enables engineers to create programs and use commercial tools. The science of computing involves the study of representation and reasoning strategies as well as fundamental topics such as computational complexity.                                                                                                          | 2016-2017    |
|  348606859 | Geotechnical engineering                                                                                | CIVIL-306    | Students know the different type of geotechnical structure (foundation, retaining walls etc,) their design and construction techniques. They are able to determine the different factors controlling the realisation of a geotechnical structure, and design these structures to satisfy the limit states.                                                               | 2016-2017    |
| 1932632950 | Rock mechanics                                                                                          | CIVIL-308    | The students understand the mechanical behaviour of rock materials, joints and rock masses, and are able to determine the factors conditioning civil engineering applications. They are able to use appropriate methods for carrying out analysis and design of tunnel excavation and support.                                                                                    | 2016-2017    |
|    4651267 | Hydraulic structures and schemes                                                                        | CIVIL-312    | Hydraulic structures and schemes  are vital for ensuring supply of  clean and renewable  energy as well as water in enough quantity and sufficient good quality  in order to fight against famine, poverty and deceases in the world.                                                                                                                                                    | 2016-2017    |
|    1775047 | Numerical modelling of solids and structures                                                            | CIVIL-321    | Solids and structures numerical modeling  is addressed through the finite-element method. Purely analytic aspects are first presented, before describing numerical interpolation, integration and resolution of solid mechanics problems by using various finite element types.                                                                                                   | 2016-2017    |
|    1772817 | Bridge design                                                                                           | CIVIL-330    | Introduction to the design of road bridges focused on steel-concrete composite and prestressed concrete road bridges. This course deals with the bridge design criteria, construction technique, the material and applications of the design principles to different situations.                                                                                                  | 2016-2017    |
|  414819112 | Dimensioning of Timber structures                                                                       | CIVIL-331    | This course will master the fundamental and practical aspects of the design of timber structures. It deals with beams, columns, assemblies, structural systems and stability problems.                                                                                                                                                                                     | 2016-2017    |
|   22827171 | Study and analysis of energy systems                                                                    | CIVIL-340    | The critical analysis of energy strategies requires to understand the various energy value chains involved in the energy supply and their impacts on the economy, the environment and the society. The course introduces to formalisation of  energy strategies problems.                                                                                                                | 2016-2017    |
|  348606196 | NULL                                                                                                    | CIVIL-350    | Creating performing infrastructures for transport systems have to consider effects and impacts on environment and safety. Managing transport systems and considering maintenance and renewal work impact the choices of the civil engineer.                                                                                                                                                     | 2016-2017    |
|  348607885 | NULL                                                                                                    | CIVIL-351    | -   Introduce the major elements of transportation systems and create awareness of the broader context-   Develop basic skills in applying the fundamentals of the transportation field-   Understand the key concepts and physics of the transport phenomena-   Connect with real transportation problems                                                                                           | 2016-2017    |
|   23610182 | Project in civil engineering                                                                            | CIVIL-390    | Application of the bachelor level skills to a project in civil engineering                                                                                                                                                                                                                                                                                                                      | 2016-2017    |
|    1773772 | NULL                                                                                                    | CIVIL-402    | Geomechanics deals with understanding, analysing and modelling the mechanical behaviour of geomaterials. The topics go further steps beyond the classical geotechnical engineering and provide students with the fundamental understanding and tools of the behaviour of soils.                                                                                                          | 2016-2017    |
| 1932794331 | NULL                                                                                                    | CIVIL-402    | Geomechanics deals with understanding, analysing and modelling the mechanical behaviour of geomaterials. The topics go further steps beyond the classical geotechnical engineering and provide students with the fundamental understanding and tools of the behaviour of soils.                                                                                                          | 2016-2017    |
| 1680050992 | Geology for construction and environment                                                                | CIVIL-403    | Students identify the main rock types and know their physical properties. The know the groundwater flow phisics with coupled heat or solute transport. They know how to design wells. They know the built environment/geological medium relationships.                                                                                                                                          | 2016-2017    |
|    2208536 | Geology for construction and environment                                                                | CIVIL-403    | Students identify the main rock types and know their physical properties. The know the groundwater flow phisics with coupled heat or solute transport. They know how to design wells. They know the built environment/geological medium relationships.                                                                                                                                          | 2016-2017    |
|   71544008 | Underground construction technology                                                                     | CIVIL-404    | To acquire in-depth knowledge of underground space and underground construction technologies, including planning, management, construction methods, risk assessment, and environmental considerations.                                                                                                                                                      | 2016-2017    |
| 1716314736 | Underground construction technology                                                                     | CIVIL-404    | To acquire in-depth knowledge of underground space and underground construction technologies, including planning, management, construction methods, risk assessment, and environmental considerations.                                                                                                                                                      | 2016-2017    |
|  830901136 | Traffic facilities                                                                                      | CIVIL-406    | Traffic facilities as road, airport and railtrack are bases of transport networks. Component selection and application of design methods used to build and maintain efficient structures on the life cycle.                                                                                                                                                                              | 2016-2017    |
|    1774027 | Fluvial hydraulics and river training works                                                             | CIVIL-410    | The course provides the students with a solid theoretical background in fluvial hydraulics, as well as the basic concepts in river engineering that aim at conciliating hazard protection and environmental protection. Real-world examples illustrate the course.                                                                                                                       | 2016-2017    |
|    1770632 | Dams and appurtenant hydraulic structures                                                               | CIVIL-411    | Dams corresponds to the largest structures ever built by man. The course gives an introduction in the fascinating field of design and construction of dams required for supply of water and energy but integrated in the environment all over the world.                                                                                                                                        | 2016-2017    |
|    1772155 | Hydraulic and hydroelectric structures and schemes                                                      | CIVIL-412    | Based on the course Hydraulic structures and schemes, the general design and layout of different hydroelectric power plants with the design of its hydraulic elements and the appurtenant hydraulic structures of dams is treated in detail.                                                                                                                                             | 2016-2017    |
| 1791574687 | Hydraulic and hydroelectric structures and schemes                                                      | CIVIL-412    | Based on the course Hydraulic structures and schemes, the general design and layout of different hydroelectric power plants with the design of its hydraulic elements and the appurtenant hydraulic structures of dams is treated in detail.                                                                                                                                             | 2016-2017    |
| 1941543671 | Hydraulic and hydroelectric structures and schemes                                                      | CIVIL-412    | Based on the course Hydraulic structures and schemes, the general design and layout of different hydroelectric power plants with the design of its hydraulic elements and the appurtenant hydraulic structures of dams is treated in detail.                                                                                                                                             | 2016-2017    |
|    1776587 | NULL                                                                                                    | CIVIL-413    | The basic features of fresh water and sewer nets are considered. For fresh water, the capture, the reservoir and the distribution net are discussed. For sewers, conduit and manhole hydraulics is in the focus. Besides, the legal background is provided and methods to derive the relevant discharges.                                                           | 2016-2017    |
|  380690154 | NULL                                                                                                    | CIVIL-413    | The basic features of fresh water and sewer nets are considered. For fresh water, the capture, the reservoir and the distribution net are discussed. For sewers, conduit and manhole hydraulics is in the focus. Besides, the legal background is provided and methods to derive the relevant discharges.                                                           | 2016-2017    |
|    1773337 | Dynamic analysis of structures                                                                          | CIVIL-420    | Develop capabilities to determine natural frequencies of vibrating structures as well as resultant stresses and movements.                                                                                                                                                                                                                                                                      | 2016-2017    |
| 1932791826 | NULL                                                                                                    | CIVIL-429    | This course introduces the concepts required to develop fluid-filled porous reservoirs in subterranean formation for a number of industrial applications. It covers the effects of fluid withdrawal and injection on in-situ rock stresses and deformation, well stimulation, deep drilling etc.                                                                                  | 2016-2017    |
