,SubjectName,SubjectID,SectionName,CourseCode,YearName
1007,Computational finance,1771017288,Mathématiques pour l'enseignement,MATH-472,2015-2016
1008,Computational finance,1771017288,Ingénierie financière,MATH-472,2015-2016
1009,Computational finance,1771017288,Science et ingénierie computationnelles,MATH-472,2015-2016
1010,Finite-Dimensional Algebras ,1771011730,Ingénierie mathématique,MATH-488,2015-2016
1011,Projet de Mathématiques (master),1807734531,Mathématiques - master,MATH-498,2015-2016
1012,Projet de Mathématiques (master),1807734531,Ingénierie mathématique,MATH-498,2015-2016
1013,Projet CSE I,243791097,Science et ingénierie computationnelles,MATH-591,2015-2016
1014,Projet CSE II,243791456,Science et ingénierie computationnelles,MATH-592,2015-2016
1015,Stage d'ingénieur (master en  Sciences et ingénierie computationnelles),355561756,Science et ingénierie computationnelles,MATH-595,2015-2016
1016,Stage d'ingénieur (master en Ingénierie mathématique),426521225,Ingénierie mathématique,MATH-596,2015-2016
1017,Stage d'ingénieur crédité avec le PDM (master en Ingénierie mathématique),652077020,Ingénierie mathématique,MATH-597,2015-2016
1018,Projet de master en science et ingénierie computationelles,967657884,Science et ingénierie computationnelles,MATH-598,2015-2016
1019,Projet de master en mathématiques,132426961,Ingénierie mathématique,MATH-599,2015-2016
1020,Projet de master en mathématiques,132426961,Mathématiques - master,MATH-599,2015-2016
1021,Construction mécanique I (pour GM),1927284144,Génie mécanique,ME-101,2015-2016
1022,Construction mécanique I (pour MT),1927284194,Microtechnique,ME-106,2015-2016
1023,Structural mechanics (for MT),1776023686,Microtechnique,ME-231(a),2015-2016
1024,Structural mechanics (for MT),1776023686,Passerelle HES - MT,ME-231(a),2015-2016
1025,Structural mechanics (for SV),1770844214,Sciences et technologies du vivant,ME-231(b),2015-2016
1026,Mécanique des structures (pour GM),126877750,Bioingénierie,ME-232,2015-2016
1027,Mécanique des structures (pour GM),126877750,Génie mécanique,ME-232,2015-2016
1028,Thermodynamics and energetics I,1771703752,Génie mécanique,ME-251,2015-2016
1029,Mechanical design principles,1887887330,Génie mécanique,ME-302,2015-2016
1030,Projet de conception,1775757,Génie mécanique,ME-313,2015-2016
1031,Control systems + TP,1499247990,Génie mécanique,ME-321,2015-2016
1032,Control systems + TP,1499247990,Mineur en Technologies spatiales,ME-321,2015-2016
1033,Automatique + TP,1578086108,Microtechnique,ME-325,2015-2016
1034,Automatique + TP,1578086108,Génie électrique et électronique,ME-325,2015-2016
1035,Automatique + TP,1578086108,Passerelle HES - EL,ME-325,2015-2016
1036,Automatique + TP,1578086108,Passerelle HES - MT,ME-325,2015-2016
1037,Mécanique vibratoire,1774762,Génie mécanique,ME-332,2015-2016
1038,Mécanique des fluides incompressibles,1774677,Génie mécanique,ME-344,2015-2016
1039,Méthode des éléments finis,1774797,Génie mécanique,ME-372,2015-2016
1040,Méthode des éléments finis,1774797,Mineur en Technologies spatiales,ME-372,2015-2016
1041,Projet Génie mécanique I,146861779,Génie mécanique,ME-401,2015-2016
1042,Projet Génie mécanique II,1775867,Génie mécanique,ME-402,2015-2016
1043,Methods for rapid production and development,1567044774,Génie mécanique,ME-415,2015-2016
1044,Fabrication assistée par ordinateur,1773647,Microtechnique,ME-416,2015-2016
1045,Fabrication assistée par ordinateur,1773647,Génie mécanique,ME-416,2015-2016
1046,Fabrication assistée par ordinateur,1773647,Mineur en Systems Engineering,ME-416,2015-2016
1047,Production management,228390459,Gestion de l'énergie et construction durable,ME-419,2015-2016
1048,Production management,228390459,"Management, technologie et entrepreneuriat",ME-419,2015-2016
1049,Production management,228390459,Génie mécanique,ME-419,2015-2016
1050,System Identification,1670080322,Gestion de l'énergie et construction durable,ME-421,2015-2016
1051,System Identification,1670080322,Microtechnique,ME-421,2015-2016
1052,System Identification,1670080322,Génie mécanique,ME-421,2015-2016
1053,Mechanics of composites,1657739114,Génie mécanique,ME-430,2015-2016
1054,Advanced Fossil and Renewable Energy Systems,128846720,Gestion de l'énergie et construction durable,ME-442,2015-2016
1055,Advanced Fossil and Renewable Energy Systems,128846720,Génie nucléaire,ME-442,2015-2016
1056,Aérodynamique,1772075,Génie mécanique,ME-445,2015-2016
1057,Aérodynamique,1772075,Mineur en Technologies spatiales,ME-445,2015-2016
1058,Two-phase flows and heat transfer,1773402,Gestion de l'énergie et construction durable,ME-446,2015-2016
1059,Two-phase flows and heat transfer,1773402,Génie mécanique,ME-446,2015-2016
1060,Two-phase flows and heat transfer,1773402,Mineur en Énergie,ME-446,2015-2016
1061,Projet en énergie,72259536,Mineur en Énergie,ME-450,2015-2016
1062,Advanced energetics,228377622,Gestion de l'énergie et construction durable,ME-451,2015-2016
1063,Advanced energetics,228377622,Génie mécanique,ME-451,2015-2016
1064,Advanced energetics,228377622,Mineur en Énergie,ME-451,2015-2016
1065,Hydraulic turbomachines,1777127,Gestion de l'énergie et construction durable,ME-453,2015-2016
1066,Hydraulic turbomachines,1777127,Génie mécanique,ME-453,2015-2016
1067,Hydraulic turbomachines,1777127,Génie nucléaire,ME-453,2015-2016
1068,Turbomachines thermiques,1777132,Génie mécanique,ME-455,2015-2016
1069,Cavitation et phénomènes d'interface,1772335,Génie mécanique,ME-462,2015-2016
1070,Flow of dispersed media,1657735730,Génie mécanique,ME-463,2015-2016
1071,Instability,1887888382,Gestion de l'énergie et construction durable,ME-466,2015-2016
1072,Instability,1887888382,Génie mécanique,ME-466,2015-2016
1073,Instability,1887888382,Science et ingénierie computationnelles,ME-466,2015-2016
1074,Turbulence,1887888435,Gestion de l'énergie et construction durable,ME-467,2015-2016
1075,Turbulence,1887888435,Génie mécanique,ME-467,2015-2016
1076,Turbulence,1887888435,Science et ingénierie computationnelles,ME-467,2015-2016
1077,Numerical flow simulation,228388747,Gestion de l'énergie et construction durable,ME-474,2015-2016
1078,Numerical flow simulation,228388747,Génie mécanique,ME-474,2015-2016
1079,Numerical flow simulation,228388747,Science et ingénierie computationnelles,ME-474,2015-2016
1080,Biomechanics of the cardiovascular system,132147064,Bioingénierie,ME-481,2015-2016
1081,Biomechanics of the cardiovascular system,132147064,Génie mécanique,ME-481,2015-2016
1082,Biomechanics of the cardiovascular system,132147064,Mineur en Technologies biomédicales,ME-481,2015-2016
1083,Biomechanics of the musculoskeletal system,824161299,Bioingénierie,ME-482,2015-2016
1084,Biomechanics of the musculoskeletal system,824161299,Génie mécanique,ME-482,2015-2016
1085,Biomechanics of the musculoskeletal system,824161299,Mineur en Technologies biomédicales,ME-482,2015-2016
1086,Commande non linéaire,228381203,Gestion de l'énergie et construction durable,ME-523,2015-2016
1087,Commande non linéaire,228381203,Microtechnique,ME-523,2015-2016
1088,Commande non linéaire,228381203,Génie mécanique,ME-523,2015-2016
1089,Engines and fuel cells,228383796,Gestion de l'énergie et construction durable,ME-551,2015-2016
1090,Engines and fuel cells,228383796,Génie mécanique,ME-551,2015-2016
1091,Stage d'ingénieur crédité avec le PDM (master en  Génie mécanique),652077693,Génie mécanique,ME-597,2015-2016
1092,Projet de master en génie mécanique,132424187,Génie mécanique,ME-599,2015-2016
1093,Ressources humaines dans les projets,1776087,Systèmes de communication,MGT-365,2015-2016
1094,Ressources humaines dans les projets,1776087,Informatique,MGT-365,2015-2016
1095,Corporate strategy,352625368,"Management, technologie et entrepreneuriat",MGT-400,2015-2016
1096,Corporate strategy,352625368,"Mineur en Management, technologie et entrepreneuriat",MGT-400,2015-2016
1097,Strategic marketing & technology commercialization,352632242,"Management, technologie et entrepreneuriat",MGT-401,2015-2016
1098,Strategic marketing & technology commercialization,352632242,"Mineur en Management, technologie et entrepreneuriat",MGT-401,2015-2016
1099,Strategic marketing & technology commercialization,352632242,UNIL - HEC,MGT-401,2015-2016
1100,B2B - high-tech marketing,840844976,"Management, technologie et entrepreneuriat",MGT-402,2015-2016
1101,B2B - high-tech marketing,840844976,"Mineur en Management, technologie et entrepreneuriat",MGT-402,2015-2016
1102,Technology policy and the energy transition,1899816746,"Management, technologie et entrepreneuriat",MGT-408,2015-2016
1103,Technology policy and the energy transition,1899816746,"Mineur en Management, technologie et entrepreneuriat",MGT-408,2015-2016
1104,"D. Thinking: real problems, human-focused solutions",1909733620,"Management, technologie et entrepreneuriat",MGT-409,2015-2016
1105,"D. Thinking: real problems, human-focused solutions",1909733620,"Mineur en Management, technologie et entrepreneuriat",MGT-409,2015-2016
1106,Organizational behavior,1899816322,"Management, technologie et entrepreneuriat",MGT-412,2015-2016
1107,Organizational behavior,1899816322,"Mineur en Management, technologie et entrepreneuriat",MGT-412,2015-2016
1108,Entrepreneurship & new venture strategy (a),1581027726,"Management, technologie et entrepreneuriat",MGT-413(a),2015-2016
1109,Entrepreneurship & new venture strategy (a),1581027726,"Mineur en Management, technologie et entrepreneuriat",MGT-413(a),2015-2016
1110,Technology & innovation strategy,1899737319,"Management, technologie et entrepreneuriat",MGT-414,2015-2016
1111,Technology & innovation strategy,1899737319,"Mineur en Management, technologie et entrepreneuriat",MGT-414,2015-2016
1112,Management de projet et analyse du risque,353834062,"Management, technologie et entrepreneuriat",MGT-427,2015-2016
1113,Management de projet et analyse du risque,353834062,"Mineur en Management, technologie et entrepreneuriat",MGT-427,2015-2016
1114,Business information systems,1693707617,"Management, technologie et entrepreneuriat",MGT-429,2015-2016
1115,Business information systems,1693707617,"Mineur en Management, technologie et entrepreneuriat",MGT-429,2015-2016
1116,Information technology and e-business strategy,47997051,"Management, technologie et entrepreneuriat",MGT-439,2015-2016
1117,Information technology and e-business strategy,47997051,"Mineur en Management, technologie et entrepreneuriat",MGT-439,2015-2016
1118,Principles of microeconomics,352624843,"Management, technologie et entrepreneuriat",MGT-454,2015-2016
1119,Principles of microeconomics,352624843,Mathématiques,MGT-454,2015-2016
1120,Principles of microeconomics,352624843,"Mineur en Management, technologie et entrepreneuriat",MGT-454,2015-2016
1121,Negotiation techniques,353945800,"Management, technologie et entrepreneuriat",MGT-466,2015-2016
1122,Negotiation techniques,353945800,"Mineur en Management, technologie et entrepreneuriat",MGT-466,2015-2016
1123,Presentation skills,353946213,"Management, technologie et entrepreneuriat",MGT-469,2015-2016
1124,Presentation skills,353946213,"Mineur en Management, technologie et entrepreneuriat",MGT-469,2015-2016
1125,Financial & managerial accounting,229912643,"Management, technologie et entrepreneuriat",MGT-481,2015-2016
1126,Financial & managerial accounting,229912643,"Mineur en Management, technologie et entrepreneuriat",MGT-481,2015-2016
1127,Principles of finance,1581023265,"Management, technologie et entrepreneuriat",MGT-482,2015-2016
1128,Principles of finance,1581023265,"Mineur en Management, technologie et entrepreneuriat",MGT-482,2015-2016
1129,Applied probability & stochastic processes,352617902,"Management, technologie et entrepreneuriat",MGT-484,2015-2016
1130,Applied probability & stochastic processes,352617902,"Mineur en Management, technologie et entrepreneuriat",MGT-484,2015-2016
1131,Applied probability & stochastic processes,352617902,Mineur en Systems Engineering,MGT-484,2015-2016
1132,Early detection of innovation potential,1543121763,"Management, technologie et entrepreneuriat",MGT-500,2015-2016
1133,Early detection of innovation potential,1543121763,"Mineur en Management, technologie et entrepreneuriat",MGT-500,2015-2016
1134,Early detection of innovation potential,1543121763,UNIL - HEC,MGT-500,2015-2016
1135,Entrepreneurship laboratory (e-lab),840843791,"Management, technologie et entrepreneuriat",MGT-517,2015-2016
1136,Operations: economics & strategy,1543121640,"Management, technologie et entrepreneuriat",MGT-528,2015-2016
1137,Operations: economics & strategy,1543121640,"Mineur en Management, technologie et entrepreneuriat",MGT-528,2015-2016
1138,Operations: economics & strategy,1543121640,Mineur en Systems Engineering,MGT-528,2015-2016
1139,Master project in Management of Technology,132448731,"Management, technologie et entrepreneuriat",MGT-599,2015-2016
1140,Systèmes vibratoires,1776627,Microtechnique,MICRO-300,2015-2016
1141,Composants semiconducteurs,4145668,Microtechnique,MICRO-312,2015-2016
1142,Composants semiconducteurs,4145668,Passerelle HES - MT,MICRO-312,2015-2016
1143,Conversion électromécanique II,23939045,Microtechnique,MICRO-313,2015-2016
1144,Conversion électromécanique II,23939045,Passerelle HES - MT,MICRO-313,2015-2016
1145,Ingénierie optique I,400766326,Microtechnique,MICRO-321,2015-2016
1146,Ingénierie optique I,400766326,Mineur en Technologies biomédicales,MICRO-321,2015-2016
1147,Ingénierie optique I,400766326,Passerelle HES - MT,MICRO-321,2015-2016
1148,Technologie des microstructures I,1776702,Microtechnique,MICRO-331,2015-2016
1149,Technologie des microstructures I,1776702,Mineur en Technologies biomédicales,MICRO-331,2015-2016
1150,Méthodes de production,1774827,Microtechnique,MICRO-340,2015-2016
1151,Méthodes de production,1774827,Passerelle HES - MT,MICRO-340,2015-2016
1152,Interfaces in biology and nanoscience,1580272486,Sciences et technologies du vivant,MICRO-391,2015-2016
1153,Selected topics in advanced optics,1776027743,Microtechnique,MICRO-420,2015-2016
1154,Selected topics in advanced optics,1776027743,Génie électrique et électronique,MICRO-420,2015-2016
1155,Lasers : theory and modern applications,1776024041,Microtechnique,MICRO-422,2015-2016
1156,Lasers : theory and modern applications,1776024041,Génie électrique et électronique,MICRO-422,2015-2016
1157,Lasers : theory and modern applications,1776024041,Physique - master,MICRO-422,2015-2016
1158,Lasers : theory and modern applications,1776024041,Ingénierie physique,MICRO-422,2015-2016
1159,Scaling laws in micro- and nanosystems,824206674,Microtechnique,MICRO-430,2015-2016
1160,Microstructures technology II,1776047660,Microtechnique,MICRO-431,2015-2016
1161,Microelectronics,71603578,Microtechnique,MICRO-432,2015-2016
1162,Assemblage et robotique TP,1771905,Microtechnique,MICRO-442,2015-2016
1163,Bases de la robotique,824210739,Microtechnique,MICRO-450,2015-2016
1164,Bases de la robotique,824210739,Génie mécanique,MICRO-450,2015-2016
1165,Mobile robots,1776107,Microtechnique,MICRO-454,2015-2016
1166,Applied machine learning,47233600,Microtechnique,MICRO-455,2015-2016
1167,Applied machine learning,47233600,Génie électrique et électronique,MICRO-455,2015-2016
1168,Applied machine learning,47233600,Mineur en Systems Engineering,MICRO-455,2015-2016
1169,Project in neuroprosthetics,1582861537,Mineur en Neuroprosthétiques,MICRO-486,2015-2016
1170,Projet microtechnique I,1775907,Microtechnique,MICRO-498,2015-2016
1171,Projet microtechnique II,1775912,Microtechnique,MICRO-499,2015-2016
1172,Image processing I,47994028,Bioingénierie,MICRO-511,2015-2016
1173,Image processing I,47994028,Microtechnique,MICRO-511,2015-2016
1174,Image processing I,47994028,Mineur en Biocomputing,MICRO-511,2015-2016
1175,Image processing I,47994028,Mineur en Neuroprosthétiques,MICRO-511,2015-2016
1176,Image processing I,47994028,Mineur en Neurosciences computationnelles,MICRO-511,2015-2016
1177,Image processing I,47994028,Sciences et technologies du vivant - master,MICRO-511,2015-2016
1178,Image processing I,47994028,Science et ingénierie computationnelles,MICRO-511,2015-2016
1179,Image processing I,47994028,Systèmes de communication - master,MICRO-511,2015-2016
1180,Image processing I,47994028,Informatique,MICRO-511,2015-2016
1181,Flexible bioelectronics,1658221961,Bioingénierie,MICRO-514,2015-2016
1182,Flexible bioelectronics,1658221961,Microtechnique,MICRO-514,2015-2016
1183,Flexible bioelectronics,1658221961,Génie électrique et électronique,MICRO-514,2015-2016
1184,Flexible bioelectronics,1658221961,Mineur en Neuroprosthétiques,MICRO-514,2015-2016
1185,Flexible bioelectronics,1658221961,Mineur en Technologies biomédicales,MICRO-514,2015-2016
1186,Optical detectors,1776050537,Micro and Nanotechnologies for Integrated Systems,MICRO-523,2015-2016
1187,Optical detectors,1776050537,Microtechnique,MICRO-523,2015-2016
1188,Optical detectors,1776050537,Génie électrique et électronique,MICRO-523,2015-2016
1189,Nanotechnology,1659463240,Microtechnique,MICRO-530,2015-2016
1190,BioMEMS,23996074,Bioingénierie,MICRO-560,2015-2016
1191,BioMEMS,23996074,Microtechnique,MICRO-560,2015-2016
1192,BioMEMS,23996074,Mineur en Technologies biomédicales,MICRO-560,2015-2016
1193,BioMEMS,23996074,Sciences et technologies du vivant - master,MICRO-560,2015-2016
1194,Biomicroscopy I,47830388,Bioingénierie,MICRO-561,2015-2016
1195,Biomicroscopy I,47830388,Microtechnique,MICRO-561,2015-2016
1196,Biomicroscopy I,47830388,Génie électrique et électronique,MICRO-561,2015-2016
1197,Biomicroscopy I,47830388,Mineur en Technologies biomédicales,MICRO-561,2015-2016
1198,Biomicroscopy I,47830388,Sciences et technologies du vivant - master,MICRO-561,2015-2016
1199,Projet en technologies biomédicales,229613299,Mineur en Technologies biomédicales,MICRO-563,2015-2016
1200,Seminar in physiology and instrumentation,1676570902,Génie électrique et électronique,MICRO-568,2015-2016
1201,Seminar in physiology and instrumentation,1676570902,Mineur en Technologies biomédicales,MICRO-568,2015-2016
1202,Stage d'ingénieur crédité avec le PDM (master en  Microtechnique),652078044,Microtechnique,MICRO-597,2015-2016
1203,Projet de master en microtechnique,132424568,Microtechnique,MICRO-599,2015-2016
1204,Introduction à la science des matériaux (sem. automne),72257890,Génie mécanique,MSE-100(b),2015-2016
1205,Introduction à la science des matériaux (sem. automne),72257890,Science et génie des matériaux,MSE-100(b),2015-2016
1206,Milieux continus,1774972,Science et génie des matériaux,MSE-203,2015-2016
1207,Thermodynamics for materials science,838974819,Science et génie des matériaux,MSE-204,2015-2016
1208,Matériaux microtechniques : polymères et céramiques,1888084194,Microtechnique,MSE-208,2015-2016
1209,Matériaux microtechniques : polymères et céramiques,1888084194,Passerelle HES - MT,MSE-208,2015-2016
1210,Propriétés fonctionnelles des matériaux,352055084,Science et génie des matériaux,MSE-210,2015-2016
1211,Métaux et alliages + TP,1771705517,Génie mécanique,MSE-236,2015-2016
1212,Métaux et alliages + TP,1771705517,Science et génie des matériaux,MSE-236,2015-2016
1213,Matériaux II,1774567,Génie civil,MSE-270,2015-2016
1214,Matériaux II,1774567,Passerelle HES - GC,MSE-270,2015-2016
1215,Theory of materials : from structures to properties ,1888393325,Science et génie des matériaux,MSE-300,2015-2016
1216,Surfaces and interfaces,838978162,Science et génie des matériaux,MSE-304,2015-2016
1217,Déformations des matériaux,1771712588,Science et génie des matériaux,MSE-310,2015-2016
1218,Elaboration des céramiques et des colloïdes +TP,838976977,Science et génie des matériaux,MSE-326,2015-2016
1219,Composites polymères + TP,838976529,Génie mécanique,MSE-340,2015-2016
1220,Composites polymères + TP,838976529,Science et génie des matériaux,MSE-340,2015-2016
1221,Introduction à la microscopie + TP,838977426,Science et génie des matériaux,MSE-352,2015-2016
1222,Technologie et mise en oeuvre des polymères + TP,838978869,Science et génie des matériaux,MSE-360,2015-2016
1223,Projet Matériaux,838979534,Hors plans,MSE-390,2015-2016
1224,Materials Science,24429568,Bioingénierie,MSE-403,2015-2016
1225,Cementitious materials (advanced),1774522,Science et génie des matériaux,MSE-420,2015-2016
1226,Fundamentals of solid-state materials,1888395138,Science et génie des matériaux,MSE-423,2015-2016
1227,Fracture of materials,1888395622,Science et génie des matériaux,MSE-424,2015-2016
1228,Soft matter,1888395338,Science et génie des matériaux,MSE-425,2015-2016
1229,Life cycle engineering of polymers,840801900,Science et génie des matériaux,MSE-430,2015-2016
1230,Polymer chemistry and macromolecular engineering,1771538,Chimie moléculaire et biologique,MSE-437,2015-2016
1231,Polymer chemistry and macromolecular engineering,1771538,Génie chimique et biotechnologie,MSE-437,2015-2016
1232,Polymer chemistry and macromolecular engineering,1771538,Science et génie des matériaux,MSE-437,2015-2016
1233,Composites technology,71630664,Science et génie des matériaux,MSE-440,2015-2016
1234,Electrochemistry for materials technology,1771714545,Science et génie des matériaux,MSE-441,2015-2016
1235,"Modelling problem solving, computing and visualisation I",1928513209,Science et génie des matériaux,MSE-443(a),2015-2016
1236,Electron microscopy: advanced methods,128342116,Science et génie des matériaux,MSE-450,2015-2016
1237,Electron microscopy: advanced methods,128342116,Physique - master,MSE-450,2015-2016
1238,Electron microscopy: advanced methods,128342116,Ingénierie physique,MSE-450,2015-2016
1239,Powder technology,71630770,Science et génie des matériaux,MSE-462,2015-2016
1240,Thin film fabrication processes,1773427,Science et génie des matériaux,MSE-465,2015-2016
1241,Seminar series on advances in materials,71629360,Science et génie des matériaux,MSE-470,2015-2016
1242,Biomaterials (pour MX),1702138731,Science et génie des matériaux,MSE-471,2015-2016
1243,Matériaux pierreux et conservation du patrimoine bâti,352059962,Science et génie des matériaux,MSE-472,2015-2016
1244,Advanced nanomaterials,229734640,Mineur en Neuroprosthétiques,MSE-477,2015-2016
1245,Advanced nanomaterials,229734640,Science et génie des matériaux,MSE-477,2015-2016
1246,Introduction to nanomaterials,229734572,Chimie moléculaire et biologique,MSE-479,2015-2016
1247,Introduction to nanomaterials,229734572,Mineur en Technologies biomédicales,MSE-479,2015-2016
1248,Tribology,840814050,Mineur en Technologies spatiales,MSE-485,2015-2016
1249,Tribology,840814050,Science et génie des matériaux,MSE-485,2015-2016
1250,Research project in materials I,352059100,Science et génie des matériaux,MSE-490(a),2015-2016
1251,Research project in materials II,352059163,Science et génie des matériaux,MSE-490(b),2015-2016
1252,Specialisation project in materials,1888402628,Science et génie des matériaux,MSE-490(c),2015-2016
1253,Stage d'ingénieur crédité avec le PDM (master en  Science et génie des matériaux),652078287,Science et génie des matériaux,MSE-597,2015-2016
1254,Projet de master en science et génie des matériaux,132428658,Science et génie des matériaux,MSE-599,2015-2016
1255,Physique avancée I,1659017558,Physique,PHYS-100,2015-2016
1256,Physique générale I,1775427,Génie civil,PHYS-101(a),2015-2016
1257,Physique générale I,1775427,Sciences et ingénierie de l'environnement,PHYS-101(a),2015-2016
1258,Physique générale I,1775427,Génie électrique et électronique,PHYS-101(b),2015-2016
1259,Physique générale I,1775427,Science et génie des matériaux,PHYS-101(b),2015-2016
1260,Physique générale I,1775427,Informatique,PHYS-101(c),2015-2016
1261,Physique générale I,1775427,Génie mécanique,PHYS-101(d),2015-2016
1262,Physique générale I (allemand),2207995,Chimie et génie chimique,PHYS-101(de),2015-2016
1263,Physique générale I (allemand),2207995,Génie civil,PHYS-101(de),2015-2016
1264,Physique générale I (allemand),2207995,Mathématiques,PHYS-101(de),2015-2016
1265,Physique générale I (allemand),2207995,Microtechnique,PHYS-101(de),2015-2016
1266,Physique générale I (allemand),2207995,Génie électrique et électronique,PHYS-101(de),2015-2016
1267,Physique générale I (allemand),2207995,Génie mécanique,PHYS-101(de),2015-2016
1268,Physique générale I (allemand),2207995,Science et génie des matériaux,PHYS-101(de),2015-2016
1269,Physique générale I (allemand),2207995,Sciences et ingénierie de l'environnement,PHYS-101(de),2015-2016
1270,Physique générale I (allemand),2207995,Sciences et technologies du vivant,PHYS-101(de),2015-2016
1271,Physique générale I (allemand),2207995,Systèmes de communication,PHYS-101(de),2015-2016
1272,Physique générale I (allemand),2207995,Informatique,PHYS-101(de),2015-2016
1273,Physique générale I,1775427,Microtechnique,PHYS-101(e),2015-2016
1274,Physique générale I (anglais),784634759,Chimie et génie chimique,PHYS-101(en),2015-2016
1275,Physique générale I (anglais),784634759,Génie civil,PHYS-101(en),2015-2016
1276,Physique générale I (anglais),784634759,Mathématiques,PHYS-101(en),2015-2016
1277,Physique générale I (anglais),784634759,Microtechnique,PHYS-101(en),2015-2016
1278,Physique générale I (anglais),784634759,Génie électrique et électronique,PHYS-101(en),2015-2016
1279,Physique générale I (anglais),784634759,Génie mécanique,PHYS-101(en),2015-2016
1280,Physique générale I (anglais),784634759,Science et génie des matériaux,PHYS-101(en),2015-2016
1281,Physique générale I (anglais),784634759,Sciences et ingénierie de l'environnement,PHYS-101(en),2015-2016
1282,Physique générale I (anglais),784634759,Sciences et technologies du vivant,PHYS-101(en),2015-2016
1283,Physique générale I (anglais),784634759,Systèmes de communication,PHYS-101(en),2015-2016
1284,Physique générale I (anglais),784634759,Informatique,PHYS-101(en),2015-2016
1285,Physique générale I,1775427,Mathématiques,PHYS-101(f),2015-2016
1286,Physique générale I,1775427,Systèmes de communication,PHYS-101(g),2015-2016
1287,Physique générale I,1775427,Sciences et technologies du vivant,PHYS-101(h),2015-2016
1288,Physique générale I,1775427,Chimie et génie chimique,PHYS-101(i),2015-2016
1289,Laboratoire de physique (métrologie) Ia,1659025202,Physique,PHYS-104,2015-2016
1290,General physics II,1888788429,Systèmes de communication,PHYS-114,2015-2016
1291,General physics II,1888788429,Informatique,PHYS-114,2015-2016
1292,General physics II,1888788429,Passerelle HES - IN,PHYS-114,2015-2016
1293,General physics II,1888788429,Passerelle HES - SC,PHYS-114,2015-2016
1294,Physique du bâtiment I,1775332,Architecture,PHYS-115,2015-2016
1295,Physique III,1775477,Physique,PHYS-200,2015-2016
1296,Physique générale III,1775452,Chimie et génie chimique,PHYS-201(a),2015-2016
1297,Physique générale III,1775452,Sciences et technologies du vivant,PHYS-201(a),2015-2016
1298,Physique générale III,1775452,Passerelle HES - CGC,PHYS-201(a),2015-2016
1299,Physique générale III,1775452,Microtechnique,PHYS-201(b),2015-2016
1300,Physique générale III,1775452,Génie électrique et électronique,PHYS-201(b),2015-2016
1301,Physique générale III,1775452,Passerelle HES - EL,PHYS-201(b),2015-2016
1302,Physique générale III,1775452,Passerelle HES - MT,PHYS-201(b),2015-2016
1303,Physique générale III,1775452,Génie mécanique,PHYS-201(c),2015-2016
1304,Physique générale III,1775452,Science et génie des matériaux,PHYS-201(c),2015-2016
1305,Physique générale III,1775452,Passerelle HES - GM,PHYS-201(c),2015-2016
1306,General physics III,359060026,Génie civil,PHYS-201(e),2015-2016
1307,General physics III,359060026,Sciences et ingénierie de l'environnement,PHYS-201(e),2015-2016
1308,General physics III,359060026,Passerelle HES - GC,PHYS-201(e),2015-2016
1309,Physique du bâtiment III,1775342,Architecture,PHYS-217,2015-2016
1310,Biophysics II,431474304,Bioingénierie,PHYS-302,2015-2016
1311,Biophysics II,431474304,Physique - master,PHYS-302,2015-2016
1312,Biophysics II,431474304,Ingénierie physique,PHYS-302,2015-2016
1313,Physics of materials,1803204353,Physique - master,PHYS-307,2015-2016
1314,Physics of materials,1803204353,Ingénierie physique,PHYS-307,2015-2016
1315,Physique du solide I,1775372,Physique,PHYS-309,2015-2016
1316,Physique nucléaire et corpusculaire I,1775497,Physique,PHYS-311,2015-2016
1317,Physique quantique I,1775507,Physique,PHYS-313,2015-2016
1318,Physique statistique I,1775532,Physique,PHYS-315,2015-2016
1319,Optique II,1775157,Physique - master,PHYS-318,2015-2016
1320,Optique II,1775157,Ingénierie physique,PHYS-318,2015-2016
1321,Laboratoire de physique IIIa,1659048310,Physique,PHYS-319,2015-2016
1322,Electrodynamique classique,1773442,Physique,PHYS-324,2015-2016
1323,Physique du bâtiment V,1775352,Architecture,PHYS-335,2015-2016
1324,Physique du bâtiment V,1775352,Passerelle HES - AR,PHYS-335,2015-2016
1325,Astrophysics III : Stellar and galactic dynamics,230678232,Physique - master,PHYS-401,2015-2016
1326,Astrophysics III : Stellar and galactic dynamics,230678232,Ingénierie physique,PHYS-401,2015-2016
1327,Computer simulation of physical systems I,128848626,Physique - master,PHYS-403,2015-2016
1328,Computer simulation of physical systems I,128848626,Ingénierie physique,PHYS-403,2015-2016
1329,Computer simulation of physical systems I,128848626,Science et ingénierie computationnelles,PHYS-403,2015-2016
1330,Experimental methods in physics I,128690863,Physique - master,PHYS-405,2015-2016
1331,Experimental methods in physics I,128690863,Ingénierie physique,PHYS-405,2015-2016
1332,Frontiers in nanosciences,243429820,Physique - master,PHYS-407,2015-2016
1333,Frontiers in nanosciences,243429820,Ingénierie physique,PHYS-407,2015-2016
1334,"Physics of atoms, nuclei and elementary particles",138587084,Physique - master,PHYS-411,2015-2016
1335,"Physics of atoms, nuclei and elementary particles",138587084,Ingénierie physique,PHYS-411,2015-2016
1336,Particules élémentaires I,1775212,Physique - master,PHYS-415,2015-2016
1337,Particules élémentaires I,1775212,Ingénierie physique,PHYS-415,2015-2016
1338,Physique du solide III,1775382,Physique - master,PHYS-419,2015-2016
1339,Physique du solide III,1775382,Ingénierie physique,PHYS-419,2015-2016
