SubjectID	Summary_EN
1775692	This course is an introduction to imperative programming and its fundamental concepts with the Java language. You wi&#128;&#153;ll learn how to write and debug simple programs in Eclipse. This course focuses on practical aspects; exercises are solved in a computer room.
1775697	The goal of this course is to become familiar with a computer environment like(UBUNTU-LINUX) and to present the basis for programming with the C language. This language has been retained due to its critical importance for designing embedded systems.
1775702	This course provides the complementary knowledge to master the development of  robust modular application in C language (principle of separation of concerns). A significant amount of time is dedicated to the realization of a project.
352067537	We introduce and put into practice principles of collaborative software development in C++ using industry-standard tools.A specific case from life sciences is proposed and student teams define and implement a solution, and make it evolve throughout the semester.
1776592	In this course the students learn how to analyze and design digital systems. Starting from boolean algebra and simple combinational circuits the students are guided towards semi-complex sequential circuits consisting of several finite state machines that interact with each other.
1789653698	The course introduces parallel programming models, algorithms, and data structures, map-reduce frameworks and their use for data analysis, as well as shared-memory concurrency.
71645784	No description
4144648	The course introduces the students to the basic notionsof computer architecture and, in particular, to thechoices of the Instruction Set Architecture and to thememory hierarchy of modern systems.
1790169567	The course continues the introduction of students to the basic concepts of Computer Architecture (inputs/outputs, interrupts, and exceptions). It also addresses the issue of Instruction Level Parallelism (pipelines, etc.) and the problems related to the memory hierarchy of multiprocessors.
2258712	The students learn the theory and practice of basic concepts and techniques in algorithms. The course covers mathematical induction, techniques for analyzing algorithms, elementary data structures, major algorithmic paradigms such as dynamic programming, sorting and searching, and graph algorithms.
1704192615	This course constitutes an introduction to theory of computation. It discusses the basic theoretical models of computing (finite automata, Turing machine), as well as, provides a solid and mathematically precise understanding of their fundamental capabilities and limitations.
24092923	Covers basic aspects of modern software development tools and practices: the foundation of software engineering, thinking about software, structuring it, modifying it, and improving it. Covers the software development process (incl. agile methods) and working as part of a team of developers.
1921237690	This course builds upon the important pre-requisites (computer architecture, system-on-chip and concurrency) to provide the students with the foundations of multiprocessor architecture, which are the building blocks in all modern digital platforms from embedded systems to supercomputers.
1887888591	"We teach the fundamental aspects of analyzing and interpreting computer languages, including the techniques to build compilers. The new title is ""Computer Language Processing""."
2258520	At the completion of the course, the student will have mastered the main topics concerning the design and programming of real-time systems. The course topics will be illustrated through exercises and a practical case study
128676455	Individual research during the semester under the guidance of a professor or an assistant.
1790254853	Students study &amp; apply core concepts and algorithms for digital geometry processing &amp; 3D content creation. They create their own digital and physical geometry in a group project that follows the digital 3D content creation pipeline from data acquisition, geometry processing, to physical fabrication
1771183	Software agents are widely used to control physical, economic and financial processes. The course presents practical methods for implementing software agents and multi-agent systems, supported by programming exercises, and the theoretical underpinnings including computational game theory.
1771468	Pattern classification occupies a central role in machine learning from data. In this course, basic principles and methods underlying machine learning will be introduced. The student will learn few basic methods and their relations to each other.
1771794	Learning is observable in  animal and human behavior, but learning is also a topic of computer science. This course links algorithms from machine learning with biological phenomena of synaptic plasticity. The course covers unsupervised and reinforcement learning, but not supervised learning.
1888829730	In the last decade, many fundamental algorithmic problems have benefited from viewing the underlying discrete problems through the lens of analytic methods. In this course we will introduce a selection of such techniques and explore their applications.
1770923	This course covers advanced 3D graphics techniques for realistic image synthesis. Students will learn how light interacts with objects in our world, and how to recreate these phenomena in a computer simulation to create synthetic images that are indistinguishable from photographs.
1773287	Computing is often distributed over several machines, in a local IP-like network, a cloud or in a P2P network.  Failures are common and computations need to proceed despite partial failures of machines or communication links. The foundations of reliable distributed computing will be studied.
71840397	The course introduces the foundations on which programs and programming languages are built. It introduces syntax, types and semantics as building blocks that together define the properties of a program part or a language. Students will learn how to apply these concepts in their reasoning.
231901032	With the advent of multiprocessors, it becomes crucial to master the underlying algorithmics of concurrency. The objective of this course is to study the foundations of concurrent algorithms and in particular the techniques that enable the construction of robust such algorithms.
128789807	Multiprocessors are now the defacto building blocks for all computer systems. This course will build upon the basic concepts offered in Computer Architecture I to cover the architecture and organization of modern multiprocessors from mobile and embedded platforms to servers, data centers and cloud computing platforms.
24164994	Hardware compilation is the process of transforming specialized hardware description languages into circuit descriptions, which are iteratively refined, detailed and optimized.  The course  presents algorithms, tools and methods for hardware compilation and logic synthesis.
1771058	The comprehension of a general embedded systems and the design of an embedded system on a programmable circuit (FPGA) are the main subjects of this course.The student will design a camera or a LCD controller on an FPGA associated with a softcore processor. VHDL design and C programming.
128676975	Individual research during the semester under the guidance of a professor or an assistant.
1501687491	This advanced graduate course focuses on key design principles underlying successful computer and communicationsystems, and teaches how to solve real problems using ideas, techniques, and algorithms from operating systems, networks, databases, programming languages, and computer architecture.
652061370	The engineering internship is part of the curriculum for master's  students. They join companies in Switzerland or abroad for an internship or a master's thesis project wich takes place in a field of activity where the skils of the future engineer are highlighted.
132427120	The student carries out an academic or industrial research project. He/she has to display the knowledge and capabilityrequired for independent work as a Master of Computer Science.
1661986440	See French version
1773452	The electric signal is the essential vehicle for transmitting information and energy. At high frequency, it shows itself as an electromagnetic wave whose study calls for the development of physical and mathematical models based on the wave equation.
1773492	Student is able to design basic electronics. This objective takes advantage of the knowledge of modern electronic components. The student acquire theoretical and physical approaches of phenomena and practical aspects of design limitations and measurements of electronics fonctions.
1773472	The course introduces the fundamentals of semicondutor devices: PN diodes, bipolar and MOS transistors.  Topics covered include: PN junctions, bipolar transistors, device operations, current sources, polarisation circuits and AC responses
348715502	This course provides an introduction to the theory and analysis methods of electrical circuits.
348716744	No description
1669888598	Measuring physical quantities lies at the heart of how engineers and scientists interact with the world around us. This course introduces most common approaches to measuring and reporting quantities such as temperature, humidity, force, acceleration, strain etc. using modern types of sensors.
2328456	Introduction to simple models of the main components of basic electronics. Analytical study of the basic circuits with operational amplifier. Introduction to elementary logic circuits. Description of the principle of Analog &lt;-&gt; Digital Conversion.
1774172	Introduction to simple models of the main components of basic electronics. Analytical study of the basic circuits with operational amplifier. Introduction to elementary logic circuits. Description of the principle of Analog &lt;-&gt; Digital Conversion.
24508366	The course has the aim to provide the fundamental knowledge and experiences to understand basic electrical systems.
354337707	The student will get to know the architecture of microprogrammed embedded systems, including the microprocessor architecture, memory hierarchy and different input/output peripherals, using as case study the Nintendo DS portable platform.
1499251995	Introduction analog CMOS design. Understanding and design of basic building blocks.
1772657	Student acquire skills in understanding, design and use of electronic circuits ans systems using discrete or integrated components.
1499334061	Students will acquire basic knowledge about methodologies and tools for the design, optimization, and verification of custom digital systems/hardware. They will learn how to translate a behavioral description written in the VHDL language into digital hardware and implement that hardware on FPGA.
1776002	Antennas are being used in a plethora of communication and sensing applications, which require very different antenna properties and frequencies. This course provides a basic theoretical framework to analyze and design antennas while considering real-life modern antenna challenges and applications.
1499336370	This lecture will give the EE students strong ground knowledge on the acoustical engineering through a formalism that they already know, namely electrotechnics. The main learning outcome of the lecture is the understanding and the design of acoustic systems such as acoustic filters.
1499250198	In this course, we introduce the main methods in signal processing.
1499248312	The course aims at providing the elements related to the energy conversion with particular reference to the electricity production by means of conventional and renewable energy sources. The course illustrates the fundamental notions for the modeling of energy conversion systems.
1776057	This course describe the components of an electric power system. It explains the functioning of power systems and their operation limits. It introduces the basic power system computation tools.
1499340075	The course aims at providing the elements related to the design and operation of distribution electrical systems (medium and low voltage) taking also into account the presence of embedded power generation.
1774472	Acquisition of the basic knowledge related to the magnetic and electrical circuits as well as the electromechanical energy conversion phenomena of the conventional electrical machines.
72259375	The student applies the acquired skills to an academic or industrial projects.
23996396	The student will be able to design analog integrated circuits (and the analog parts of VLSI circuits). He will master the device structures and the basic circuits used in bipolar and MOS technologies, as well as the basic principles underlying their correct layout.
24302061	Master the design of circuits and systems at high frequency (HF) and very high frequency (VHF) (1 MHz-6GHz). This lecture is particularly oriented towards circuit aspects of modern communications systems.
1898331930	The course objective is to introduce the fundamental principles of VLSI circuit design, to examine the basic building blocks of large-scale digital integrated circuits, and to provide hands-on design experience with professional design (EDA) platforms.
1676565978	No description
24102460	Creation and use of models in digital hardware design from the RTL design with the VHDL language to the more abstract system level as required for designing modern systems-on-chip. The SystemVerilog and SystemC languages and the principles of functional verification will be introduced.
1676566727	This course addresses the main aspects of the modeling of digital and mixed-signal hardware components and systems using the VHDL and the VHDL-AMS modeling languages.
1499348352	The students will learn about the basic principles of wireless communication systems, including transmission and modulation schemes as well as the basic components and algorithms of a wireless receiver. They develop an understanding for the wireless channel and the performance and limitations.
1774062	This course is n introduction to microwaves and microwave passive circuits. A special attention is given to the introduction of the notion of distributed circuits and to the scattering matrix
1776060937	Master Lecture on the general layout of a hydropower plant. Detailing the specification of Pelton, Francis, Kaplan and Bulb turbines, Storage pumps and Reversible pump-turbines.
1777057	The student will be able to design a complete electric drive and choose each of its components. He can refer to concrete applications exemples presented in the course
1499350096	The course deals with the control of grid connected power electronic converters for renewable applications, covering: converter topologies, pulse width modulation, modelling, control algorithms (PID and PR), coordinate frame transformations, grid monitoring and synchronisation, etc.
1676507646	The course will bring the major elements on energy storage, principles and physical means
1890132722	The objective is to enable students to design advanced solutions for the control and the coordination of distributed dynamic systems, such as production or distribution energy systems, as well as intelligent transportation systems.
1670041923	Apply the knowledge acquired in Electroacoustics, Audio Engineering and Propagation of Acoustic Waves lectures.
1670041994	The goal of this lab is to get a working knowledge on the use of industrial state-of-the-art EDA (Electronic Design Automation) tools and design kits for the design of analog and digital integrated circuits.
1670042196	Study of some useful circuits mainly in telecommunication systems.
1670042209	This lab teaches the major measurement techniques used in microwaves
1685570179	This course introduces mobile application programming and system-level power management for the Android OS. The main objective of this lecture series is to train students to develop low-power applications on mobile and smartphone platforms. Each student is provided with an Android-based device.
1670037881	The student applies the acquired skills to an academic or industrial projects.
1670041842	The student applies the acquired skills to an academic or industrial projects.
1670042080	The student applies the acquired skills to an academic or industrial projects.
229720940	The goal of this course is to introduce the techniques most commonly used for the analysis of biomedical signals, and to present concrete examples of their application for diagnosis purposes.
1670074783	"The labels ""biosensor""&#128;&#157; and ""eBiochip"" have been employed to refer to the most diverse systems and in several fields of application. The course is meant not only to provide means to dig into this sea but also a thoughtful understanding of the detection principles and a design perspective."
354987130	This course introduces several machine learning techniques for the data analysis and classification in Bioengineering applications. Following an application-oriented approach, each technique is illustrated with examples from fields such as neural engineering, movement analysis and bioinformatics.
1776060714	Introduction to heterogeneous integration for Nano-Bio-CMOS sensors on Chip. Understanding and designing of active Bio/CMOS interfaces powered by nanostructures.
24334799	This course covers the design of advanced analog integrated circuits, focusing on the design of switched-capacitor and continuous-time integrated filters.The objective is to be able to design integrated filters starting from the system specifications and choosing the appropriate technique.
47241891	Test of VLSI Systems covers theoretical knowledge related to the major algorithms used in VLSI test, and design for test techniques. Basic knowledge related to computer-aided design for test techniques, and their integration into a design-flow are presented.
1776687	This course will give an overview of some of the most relevant aspects of CMOS technology used to design and fabricate integrated circuits.Current research and challenges brought about by shrinking Field Effect Transistors down to the nm scale will also be tackled.
2222268	This lecture overviews and discusses the last trends in the technology and principles of nanoelectronic devices for more aggressive scaling, better performances, added functionalities and lower energy per function. The opportunities of these advances compared to industrial roadmaps are analized.
40249208	Students will learn simple theoretical models, the theoretical background of finite element modeling as well as its application to modeling charge, mass and heat transport in electronic, fluidic and electromechanical micro and nanosystem.
75309053	The course aims at modelling the most relevant semiconductor devices that will be used in nanoelectronics, such as multigates and junction-less transistors. Starting from the basis, we will focus on various analytical approaches in order to explain in detail how these devices work.
1670063935	Introduction to approximation and synthesis methods for analog filters. Modern realization technologies are described including their limitations
1670043473	Situate and evaluate the potentialities, limits and perspectives of optical communication systems and networks.Design and dimension of photonic communication systems and networks
350861389	This lecture is oriented towards the study of audio engineering, with a special focus on room acoustics applications. The learning outcomes will be the techniques for microphones and loudspeaker design, as well as room acoustics knowledge.
1670084070	Acoustics course at MSc level focusing mainly on audible acoustics, extended to wave propagation in solids and moving fluids, and also to infra and ultrasound fields, in order to provide a broad view of the world of sound.
24165904	This course covers fundamental notions in image and video processing, as well as covers most popular tools used, such as edge detection, motion estimation, segmentation, and compression. It is composed of lectures, laboratory sessions, and mini-projects.
348760034	The goal of this course is to provide the students with the main formalisms, models and algorithms required for the implementation of advanced speech processing applications (involving, among others, speech coding, speech analysis/synthesis, and speech recognition).
1776060846	Study of the essential components and implementation technologies of digital signal processing and communication systems from the theoretical, algorithmic and system implementation point of view.
1776060814	This course reviews recent advances in convex optimization and statistical analysis in the wake of Big Data. We provide an overview of the emerging convex formulations and their guarantees, describe scalable solution techniques, and illustrate the role of parallel and distributed computation.
24335296	In this lecture, we will describe the theoretical models and computational methods for the analysis of wave propagation along transmission lines.
127005949	The environmental conditions of a space mechanism, with its associate very specific functions and extreme reliability constraints requires from an engineer creative actions often fairly different from those applied on earth.
47244272	The main objective of the course is to introduce the concept of space system design and engineering. The course will describe the varioussubsystems involved in the design of a satellite. It will also describe the techniques of systems engineering that are used to obtain a coherentsatellite design.
241135439	This course will contain an overview of planets, comets and asteroids. We will also present materials and results obtained by robotic spacecraft and how this data changed our understanding of the Solar System. Students will have hands on exercise with the data. We will discuss current missions.
1678500034	The purpose of this teaching lab is to put together all the concepts learned during the course into electrical energy by the implementation of an islanded production unit. The number of places is limited, therefore the student must contact the teacher before the beginning of the course.
72259597	The goal of this course is give students practical skills to implement a project related to development of space technologies. Subject of the project is selected upon discussion with the teachers. The projects are always carried out in the framework of ongoing projects.
652078498	The student makes an industrial internship in a field where the electrical engineer competences are brought out.
652058942	The student makes an industrial internship in a field where the electrical engineer competences are brought out
1678499905	This teaching lab provides the experimental experiences associated to courses of all MSc orientations in EE. The experiments cover all the fields belonging to EE.
132424935	The student carries out an academic or industrial research project. He/she has to display the knowledge and capability required for independent work as a Master of Science in Electrical and Electronic Engineering.
1776059601	Introduction to essential elements of object-oriented programming and design with C++ from the C language learned in the first year. Application to a simulation project using open-source tools (Eclipse, doxygen, XML, gnuplot).
1680257605	The subject of this class is the study of the elementary knowledge of private and public construction law and the awareness of concrete problems linked to the practice of the profession of architect.
47572529	The course aims at introducing basic physical aspects of molecular and turbulent diffusion, as well as of dispersion processes, their mathematical modeling, solutions and related environmental applications
1772492	Presentation of the properties, the functionality, and specific reactions of the important food constituents: water, proteins, carbohydrates, lipids, vitamins, minerals, additives and toxic components.
72495962	The main objective is to make the students understand the importance of the spatial issues in environmental sciences and engineering, for example for mapping and interpolation. Presentation of different concepts and techniques devoted to spatial data.
1773592	The course presents the main methodological elements of energy efficiency in the building with the emphasis on the thermal and the comfort of the user. The technical installations are modeled. The methods of economic and environmental assessment are described as well.
231677206	The goal of this course is to provide methods and tools for modeling distributed intelligent systems as well as designing and optimizing coordination strategies. The course is a well-balanced mixture of theory and laboratory exercises using simulation and real hardware platforms.
2208445	The course gives an overview on the rules in the construction field regarding economy, organization and contracts for engineers and construction company. This course is essential for a successful professional activity with high responsibility from the economical and legal point of view.
862953095	The student must work in a team on multidisciplinary projects under the responsibility of a professor. This professor is in charge of guiding the student in developing the projects and acting as advisor to choose their electives in direct link with the topic of the project.
1773632	Presentation of the bases of the environmental impact assesment (EIA), context. Assesment methodology and tools for each of the topics and chapters. Illustration with many real cases, and group work. Discussion of the limitations of EIA and new tools such as strategic envirt. studies.
71544480	This introduction to Enviromental Engineering is meant to show the students how upcoming courses in mathematics, physics, chemistry, biology and other areas will be used to gain a scientific understanding of environmental problems and then help to solve them.
47564647	This course covers the fundamental microbial processes that take place in the environment and in specific engineered compartments. It represents the major cycles that are carried out by microorganisms and that impact planet Earth.
348608416	Hydrology for Engineers is an introduction to the study of  floods, droughts and a fair distribution of water. The course will introduce to hydrologic materials and methods: fluid mechanics, probability and statistics, surface and subsurface hydrological processes
71556171	This course is an introduction to Soil Sciences, and includes the main soil characteristics, properties and functions. The teaching is based on theoretical concepts, exercises as well as field and laboratory experiments.
838976279	Introduction to scientific computing, programming, data management and data visualization with MATLAB and GNU Octave. Brief introduction to the Python language.
4649823	Evaluation of the quality of a river by using methods of observation as well as physico-chemical and biological methods. Collecting samples in the field and laboratory analysis.Practical determination and use of the constants of complexes formation.
231617900	General principles of supply, evacuation and water treatment in Switzerland and Developping Countries. Bases of design of systems and treatment plants. Management and treatment of urban waste. Introduction to the analysis of the public service efficiency. Visits.
1774457	Basics of geodetic references, principle of measurements used in satellite positioning and quality estimation of GNSS (Global Navigation Satellites Systems) positions.
47565939	Acquisition of basic concepts and skills of (geographic) data structures and of their storage in (geographic) database systems. Learning of relevant geographic data analysis processes for environmental and civil engineers (spatial autocorrelation, spatial interpolation, digital elevation modeling).
23985449	This course provides the students with the basic knowledge required to understand the legal aspects of their professional life in relation with spatial planning and environmental protection. Special emphasis is given to legal practical issues related to their profession.
23985644	Life Cycle Assessment (LCA) is a holistic method enabling companies to quantify the environmental performances of their products or services. This method is now applied mainly for ecodesign purposes and for environmental footprinting of products.
231672762	This MSc course deals with the water &amp; sanitation challenges in developing countries. You will learn about the dialogue on water and sanitation in DCs, identify key players and know the existing options of water &amp; sanitation technol. + be able to design a technical project and analyse proposals.
72496701	This course on water and wastewater treatment shows how to implement and design different methods and techniques to eliminate organic matter, nitrogen and phosporous from wastewater, and how to apply physical and chemical methods and techniques to produce drinking water.
1680357086	Understanding process and role of biomineralization (minerals formed by living organisms) in context of Earth's evolution,global chemical cycles, climatic changes and remediation.
44989325	The course treats the important interaction between river morphology and habitat diversity. The regime theory describing the different morphology which a river takes under complete freedom is presented. Evaluation of habitat quality before and after restoration is discussed.
1590321840	During this course students will learn the essential ecological concepts necessary to apply techniques of ecological engineering. While concepts are applicable worldwide, the outcome of ecological restoration depends on the local context; this transposition will be the scope of the semester project.
47572541	Water resources engineering designs systems to control the quantity, quality, timing, and distribution of water to support human demands and the needs of the environment.
1889234532	Students will understand basic physical, chemical and biological processes in streams and rivers, and how they relate to the integrity of these ecosystems and to water resources.
1800382716	This course of Exploratory data analysis and geovisualization provides an opportunity to implement exploratory statistical methods and software (EDA, ESDA, GVIZ) and to apply them to georeferenced data sets directly related to the field of environmental engineering.
348634646	The students learn several techniques for spatial mesurements, such as geodesy, aerial photogrammetry and laser scanning. They will be able to collaborate with geologists and civil engineers to master natural risks (landslides, avalanches) and to maintain infrastructures.
1499342340	An important part of our active time is devoted to work. The quality of the w environment is an essential component of public and environmental health. This course covers the identification and risk assessment of professional pollutants.
24002581	The course describes the challenges and methods of implementation of a systemic environmental approach in business based on ISO 14001 and its application to a concrete case study chosen by the participant together with the teacher.
47572475	"The book ""Solid Waste Engineering - A Global Perspective"" is the basis for this course. This textbook is an excellent introduction to the field of Solid Waste Engineering and gives insight into relevant solid waste treatment technologies and practices."
72497223	This course provides the bases to understand material and energy production and consumption processes. Students learn how to develop a material flow analysis and apply it to cases of resource management. They learn how to analyze the implications of their models on resource use and policy making.
71826349	The purpose of this lab is to enable students to acquire the different laboratory techniques for bioreactors samples and wastewater treatment effluents, as well as the implementation and monitoring of experimental laboratory scale bioprocesses.
348637649	The student will learn the important processes that control the transport and transformation of organic chemicals in the environment, as well as the formulation and solution of quantitative models to describe these processes.
24004448	Introduction to multivariate data analysis and modelling. The course helps for a critical choice of methods and their integration in a research planning. It prepares for complexe data analysis in various fields of environemental sciences. Use of dedicated R libraries
24005195	The course is an introduction to extreme value theory and its use for managing hydrological risks (mainly floods). Apart from quantification tools, greater awareness of mitigation policies against natural hazards is developed for land-use-planning applications.
444523163	This course covers principles of snow physics, snow hydrology, snow-atmosphere interaction and snow modeling. It transmits sound understanding of physical processes within the snow and at its interfaces with the atmosphere and the ground, including field, laboratory, and modeling techniques.
1576313429	This lecture is about development of GIS tools and focusses on the methodological approach, the technological and institutional environment, the conceptual design and the implementation. The setup of a Web GIS project throughout the semester is used to explore and test the theoretical concepts.
1499350407	Determination of spatial orientation (i.e. position, velocity, attitude) via integration of inertial sensors with satellite positioning. Prerequisite for many applications related to remote sensing, environmental monitoring, mobile mapping, robotics, space exploration, smart-phone navigation, etc.
1582864637	The student makes an industrial internship in a field of energy management where engineer competences are brought out.
1582851784	The student applies the competences acquired during his studies in an engineering project lasting 4-6 months
2214296	Practical application and synthesis of the theorical training within a research project belonging specifically to SIE domain: SIE PROJECT or relating to the multi-subject problems in the  SIE, civil engineering (GC) and architecture field :ENAC PROJECT.
652076651	The student makes an internship outside of the academic sphere in a field where the environmental engineer competences are brought out.
134558496	The student applies his technical and scientific knowledge in an academic or industrial research project. He implements his qualities of imagination, his scientific rigor and curiosity.
161868049	To comprehend advanced aspects of materials science as applied to nuclear power (fission and fusion), to get acquainted with materials for advanced plants, advanced damage characterization and life-time assessments
830854788	To aquire hands-on experience with the running of large computer codes in relation to the static analysis of nuclear reactor cores and the multi-physics simulation of nuclear power plant (NPP) dynamic behaviour
1919143539	Characterization and survey prior to dismantling. Technologies for segmentation and dismantling. Decontamination and remediation. Materials and wast management. Site characterization and environmental monitoring.
161867929	The semester project is designed to train the students in the solution of specific engineering problems. This makes use of the technical and social skills acquired during the master's programme.
80395102	The course provides a market-oriented framework for analyzing the major types of financial decisions made by firms. It provides an introduction to present value techniques, capital budgeting, asset valuation, the operation and efficiency of financial markets, and other financial decisions of firms.
229988060	The course introduces students to some of the mathematical methods used in Finance and show how these methods are applied to solve fundamental problems in Finance.
229987786	The course covers basic econometric models and methods that are routinely applied to obtain inference results.
229913760	This course provides students with a working knowledge of macroeconomic models that explicitly incorporate financial markets. The goal is to develop a broad and analytical framework for analyzing the interaction of financial decisions, macroeconomic events and policy decisions.
842513489	This course is an introduction to probability theory and stochastic calculus. It starts with basic notions of probability, characteristic functions and limit theorems. Then, we study stochastic processes and martingales in discrete and continuous time, including Brownian motion and Ito calculus.
236283202	The course covers advanced topics in corporate finance such as the design and valuation of corporate securities, the issuing process for theses securities, real options and their implications for valuation and financial structuring. The course provides applications of the theory through case studies
1776066822	The objective of the course is to provide participants with financial accounting mechanisms for understanding the financial statements of a company.
229988298	The course covers a wide range of advanced topics in derivatives pricing
840861451	The course covers credit risk models as well as institutional features of credit derivative markets. The course covers single-name credit risk, as well as models of credit correlation and portfolio credit risk. The recent crisis and the current regulatory changes will also be discussed.
840861591	This course provides you with an introduction to the valuation of fixed income securities, the management and hedging of fixed income portfolios and the valuation and usage of fixed income derivatives.
230003664	The course presents some advanced topics in financial econometrics.
842513718	The course applies finance tools and concepts to the world of venture capital and financing of projects in high-growth industries. Students are introduced to all institutional aspects of the venture capital industry. Students analyze various aspects of VC finance using an investors' perspective.
71966057	This course provides students with the framework and decision tools needed for taking financial decisions and evaluating investment opportunities in a global economy. We use an integrated model of exchange rate and output determination to analyze the effects of monetary and fiscal policies.
1898238663	The aim is to acquire the right set of tools to analyze financial big data. This lecture focuses on complexity-reduction methods such as clustering and statistical learning. Distributed data processing will then be used to solve case studies in R. The risks of overfitting will be emphasized
132449292	Research oriented project in Financial engineering which is carried out during a 25-week internship in the financial industry, and based on which the student writes a master thesis
1803746018	This module introduces the basics of mathematics education . Work on the analysis of tasks and the preparation of lessons allows a connection with the placement.
1803745771	To plan, organize and supervise a class in such a way as to promote students' learning and socialdevelopment.To adapt his or her teaching to the needs and characteristics of students with learning disabilities, socialmaladjustments or handicaps.
1581729904	Software and digital tools play an important role in all the activities. In order to understand what they perform into the society, we need to understand its sociotechnical fabric. Software studies offers concepts and methods to open this black box.
1757761712	The course covers global health issues. It discusses the challenge of infectious and neurodegenerative disease. The interdisciplinary approach integrates SHS with engineering sciences and introduces students to working in teams and to scientific methodologies.
1580216068	"Are we living in a ""risk society"" ? To answer that question, we will analyze the various social processes (from the invention of probabilities to the rise of insurance companies, from the securing policies to the victims' mobilisations) that contribute to the emergence of risk."
1580488321	Practical class on the sequence shot and it&#128;&#153;s relation to architecture. Students will work on spatial staging, staging of bodies, on panorama and moving camera.
1919570518	Introduction to the modern history of Japan and China, the success of the modernization process in Japan, and the further development of militarism leading to a confrontation with China plagued by internal strife and a regime of unequal treaties.
1772997	This lecture would like to propose the creation of a knowledge about the history of media phenomenon and its involvements in Western society from the nineteenth to the twenty-first century. It provides the skills necessary to understand current events going back to their origins.
1680357972	The course consists in practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.
249353044	The course consists in practical teaching that allows acquiring the bases of industrial design by confronting students with the creation of an object.
1919567689	The aim of this course is to allow students to build up a critical and personal understanding of the ethical issues at stake within politics, and to develop their normative reasoning skills and dispositions when facing problems concerning the community.
235424562	This course presents a basic introduction to the rights protecting citizens from government abuse.
1773002	Cognitive Psychology is part of the wider field of psychology that deals with mental processes including how people think, perceive, remember and learn. Cognitive psychology is part of the larger field of the cognitive sciences including neuroscience, philosophy, and linguistics.
1580215017	The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us to better understand the heterogeneous nature of our own culture.
900058271	Identify and understand central issues in the philosophy of biology, for instance the challenge to define life. Evaluate and compare crucial arguments in the debates. Synthesize the discussion and thus formulate and defend one's own position.
1581730596	Recount the history of musical styles practised in the 20th century. Understand and analyze the various contexts, musical languages and the currents of ideas. Know some of the major works of the classical repertory of the 20th century as well as the main writings : theoretical and educational.
1772992	This course is about social influence within and between groups. Groups play a crucial role in everyday life; this course provides the tools to understand groups processes, intergroup relations, and how groups affect individual behaviour.
1581731104	"The objective of the course is to learn to perceive the identity of a literary, graphic and cinematographic genre (science fiction), that has taken many variations over time. In addition, the issue of ""usefulness"" of science fiction will be discussed."
405238132	What is working together ? Case studies will be presented by the teacher and also by the students who will do a collective fieldwork during the semester. We will adress specifically interactions and organisation of small groups, but that is not a management course.
1908341947	This seminar-course deals with the development of energy-related technologies in Switzerland in the 19th and 20th centuries. Thanks to the interactive analysis of period documents (sources), the student develops an awareness of the relationship between the technological and the social.
1581730988	The content of the course will be determined by the interests and preoccupations of its participants. The subjects that arise, as well as the forms we'll develop, will be discussed openly. The objective is to reflect actively upon various topics, taking every participant's competences into account.
235424693	THE CONTEMPORARY TV SERIES : This course aims to introduce to the study of contemporary TV series, mainly Anglo-americans.
1580216381	The objectives of the course is to understand the skills required by video games and their own particularities. Moreover, the course aims to better understand the fictional immersion and the ludic codes issues.
1580214404	Recount the historical practices of improvisation from early music of the Renaissance to present modern day. Understand and analyze the various contexts, styles, musical genres in which improvisation is at the forefront. Know some of the major works from the classical repertory and the treatises.
1911192181	This course is about innovation: conditions, procedures and impact of innovation. Our approach is integrative; in other words, we will not only deal with business innovation. We will also discuss social innovation and the role of innovation to address great challenges.
1580216372	Based on the history of the Cold War, this course offers an introduction to the methods of history and the critical analysis of primary sources.
405237425	This course aims to address topics related to research on brain causes of human actions. The course will introduce to fundamental concepts in psychology, cognitive and social neurosciences and the links between brain and mental illness.
1908362115	The course addresses key notions and themes related to cultures and societies in China and its neighbouring areas (Korea and Japan), and discusses their current issues in a historic and comparative perspective.
1680358717	The aim of this course is to analyze the social, economic, cultural and political issues of the social Web and social media. Students will develop a distanced perspective on digital culture and its mechanisms, in order to go beyond their daily consumerist relationship with social media contents.
1680358228	Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.
249371091	Practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object.
1580209507	This course examines growth from various angles: population growth, economic growth, growth in the use of resources, growing inequality, need for growth, limits to growth, sustainable growth.
1580213011	The course aims at giving an introductive perspective of the theories about the visible and the images, from the Renaissance to the 19th Century, in relation to the evolution of the techniques of visualization.
1581734542	This course proposes an introduction to the main themes, problems and issues of the history of globalization from the 19th century up to the present day.
1581730851	Analyze the presence of Jazz in western music from the 19th century. Understand the various contexts, styles, languages of the works in which Jazz occupies a special place. Know the important works of the classic directory.
1581730912	The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions helps us to better understand the heterogeneous nature of our own culture.
1580215162	Philosophy of nature : Physics and philosophy in the 20th century. The course considers the philosophy of physics from Newton via Einstein to quantum physics
