Id,SubjectName,AssociatedCourseCodes
2229434,Statistics for genomic data analysis,MATH-443; MATH-474
2229462,Théorie des noeuds,MATH-418
2246987,"Atomes, ions, molécules et fonctions I",CH-102
2246994,"Atomes, ions, molécules et fonctions II",CH-103
2258520,Informatique du temps réel,CS-321
2258712,Algorithms,CS-250
2258965,Enterprise and service-oriented architecture,CS-491
2262209,Middleware,CS-424
2262252,Models of biological sensory-motor systems,CS-432
2268454,Théorie des réacteurs,ChE-303
2312068,Programmation bio-mathématique,BIO-260
2312085,Biologie moléculaire II,BIO-202
2328456,Electronique,EE-280; EE-292
2332276,Biomaterials,BIOENG-442
2342090,Corporate and business strategy,MGT-400
2342229,Economics,MGT-478
2342481,Early detection of technological innovation potential,MGT-500
2342505,Entrepreneurial finance  (for master programme),MGT-513
2342548,High-tech marketing,MGT-402
2342555,Industry analysis and trends,MGT-453
2348799,Advanced analysis I,MATH-400
2348805,Advanced analysis II,MATH-401
2627080,Mathematical principles of signal processing,COM-606
2760111,Chimie générale II (pour BIO+PHA),CH-171; CH-176; UNIL-102
2805785,Études musicales,HUM-111; HUM-209; HUM-228; HUM-309; HUM-331; HUM-414(a); HUM-414(b)
2976628,Orthopedic Engineering,BIO-647
2977959,Solar photovoltaics and energy systems,ChE-600
2977991,"Modelling, optimisation, design and analysis of integrated energy systems",ME-602
2978392,Optimal control,COM-610
2978399,Selected topics in computer vision,COM-711
2991752,Role of diversity in wireless networks,COM-714
2991768,The theory of distributed computing,CS-611
2991822,High performance computing methods,ME-711
2992038,Molecular pathology and therapy of neurodegenerative diseases (EDNE),BIO-705
2992059,Topics in computational neuroscience (EDNE),BIO-708
2992066,Introduction to practical aspects of animal experimentation and animal facilities (Summer) (EDNE),BIO-609(a); BIO-689(a)
3082333,Design of experiments (a) - Fall semester,ENG-606(a)
3082688,Management de l'innovation technologique,ENG-701
3115958,"Géologie I,II",CIVIL-102
3286315,Riemannian geometry,MATH-422
3286323,Statistics of extremes,MATH-447
3301270,Random Matrices and Communication Systems,COM-612
3302073,Advanced design automation,COM-601
3855141,Analysis III,MATH-201
4046557,Cristallographie et méthodes de diffraction,MSE-202
4144316,Aménagement et gestion du territoire,ENV-361
4144408,Analyse des surfaces,MSE-351
4144432,Analyse fonctionnelle I,MATH-302
4144436,Analyse fonctionnelle II,MATH-404
4144648,Architecture des ordinateurs,CS-208
4144900,Biochimie I,CH-111; CH-210; CH-210(a)
4144908,Biochimie,ENV-100
4144932,Biologie générale,ENV-101
4145120,Introduction to cellular and molecular biotechnology,BIOENG-331; BIOENG-430
4145140,Centrales énergétiques (pour EL),ME-456
4145236,Chemical engineering lab & project,ChE-409
4145320,"Chimie générale, TP",CH-168
4145456,"Chimie, TP",CH-167; CH-169
4145668,Composants semiconducteurs,MICRO-312
4145924,Construction en bois I,CIVIL-432
4145928,Construction en bois II,CIVIL-433
4145984,Corrosion et protection des métaux,MSE-311
4146404,Economie de l'environnement et du développement durable,HUM-308
4146460,Ecotoxicology,ENV-305; ENV-306
4146544,Electronique de puissance I,EE-365
4146552,"Electronique, labo",EE-380; EE-392
4146612,Eléments de géomatique,ENV-140
4147397,Génie chimique TP,ChE-309
4147445,Génie électrochimique,ChE-407
4147873,Interaction sol-structure,CIVIL-500
4148121,Introduction à la théorie algébrique des nombres,MATH-312
4148417,Linear algebra,MATH-111; MATH-111(a)
4148677,Matériaux,MSE-170
4148741,Microinformatique (pour MT),MICRO-315
4149093,Mécanique des fluides non newtoniens,ME-541
4149306,Méthodologie d'aide à la décision dans le domaine des transports,CIVIL-557
4149370,Cognitive and Behavioural Neuroscience,BIO-381
4149462,Optimisation des réseaux,EE-571
4149774,Physique mathématique,PHYS-326
4149838,Phénomènes de transfert I,ChE-301
4149842,Phénomènes de transfert II,ChE-302
4150250,Projet d'électricité II,EE-499
4150522,Représentations de groupes finis,MATH-314
4150874,Statistique multivariée,MATH-444
4150902,Politiques publiques et politiques de l'environnement,ENV-560
4150982,Riemann surfaces,MATH-410
4151162,Sécurité des réseaux,COM-301; CS-323
4151174,Sécurité et fiabilité I,CIVIL-338
4151342,Thermodynamique,MSE-204
4151638,Traitement numérique des signaux,EE-350; EE-351
4151658,Transformations de phases I,MSE-302
4151662,Transformations de phases II,MSE-303
4151854,UE E : Architecture et structures,AR-438
4151954,Villes et transports,CIVIL-451
4322504,High performance particle accelerators and applications,PHYS-703
4322511,Standard model (3rd cycle),PHYS-606
4322552,Inorganic chemistry Applications and spin-offs ,CH-711
4649787,Advanced signal processing : Wavelets and applications,COM-513
4649823,Analyse des polluants dans l'environnement,ENV-300
4650155,Computer vision,CS-442
4650607,Hydrologie urbaine,ENV-417
4650615,Imagerie du territoire,ENV-540
4650695,Intelligent Agents - Prof. B. Faltings,CS-430
4651267,Ouvrages et aménagements hydrauliques,(CIVIL-312); CIVIL-312
4651611,Stage d'ingénieur (master en Sciences et technologie du vivant),BIO-591; BIOENG-596
5650420,Introduction à la biologie cellulaire,BIO-106
5745465,Chimie analytique générale,CH-174; UNIL-100
13347186,Informatique théorique,CS-251
22826956,Développement territorial et urbanisme I,AR-455
22827120,Développement territorial et urbanisme II,AR-456
22827171,Etude et analyse des systèmes énergétiques,CIVIL-340
22830254,Planification intégrée des infrastructures d'énergie,CIVIL-442
22830370,Economie hydraulique,CIVIL-441
23325791,"Structures en béton, chapitres choisis",CIVIL-525
23610182,Projet GC,CIVIL-390
23656519,Géodésie,ENV-440
23657568,Gestion intégrée des eaux,ENV-423
23812659,Sciences de la ville I,AR-459
23812669,Sciences de la ville II,AR-460
23812708,Théories urbaines I,AR-463
23812718,Théories urbaines II,AR-464
23813560,Habitat et développement urbain,AR-465
23813710,Politiques d'aménagement urbain,AR-487
23814610,Architecture et paysage,AR-453
23814643,Enquêtes et méthodes quantitatives,ENG-485
23814849,SIG et aide à la décision,ENV-443
23815258,UE J : Territoire et paysage,AR-471
23818663,Polymer morphological characterization techniques,MSE-451
23939045,Conversion électromécanique II,MICRO-313
23939091,Conversion électromécanique TP,MICRO-314
23985449,Législation environnementale et droit de la construction,ENV-367
23985613,Aménagements et équipements du territoire,ENV-360
23985644,"Analyse du cycle de vie, écobilan",ENV-370
23985729,Gestion et traitement des déchets,ENV-302
23985751,Méthodes d'échantillonnage et d'analyse,ENV-368
23986948,Ecologie industrielle,ENV-401
23992718,Microsystèmes : lois d'échelle,MICRO-430
23996074,BioMEMS,MICRO-560
23996093,Séminaire en physiologie et instrumentation,MICRO-460; MICRO-568
23996396,Analog circuits design I,EE-420
23996402,Analog circuits design II,EE-421
24002556,Santé au travail,ENV-468
24002581,Systèmes de management environnementaux,ENV-469
24004448,Ecologie numérique,ENV-521
24005195,Risques hydrologiques et aménagements,ENV-524; ME-453
24006972,Remote sensing of the Earth by satellites,EE-546
24007074,Signal processing for communications,COM-303
24007952,Stage optionnel d'été 1 (SIE),ENV-496; ENV-496(a)
24007963,Stage optionnel d'été 2 (SIE),ENV-496; ENV-496(b)
24007993,Introduction to Stochastic Integration,MATH-712
24092156,Compiler construction,CS-320
24092923,Software engineering,CS-305
24102460,Hardware systems modeling I,EE-432
24102543,Hardware systems modeling II,EE-433
24103304,Quantum Information Theory and Computation,COM-611
24103430,Dynamical networks,COM-604
24107943,Mathématiques et Géométrie I,MATH-184
24107950,Mathématiques et Géométrie II,MATH-185
24139629,Reliability of MEMS,MICRO-533
24164994,Design technologies for integrated systems,CS-471; CS-472
24165766,"Ceramics, properties",MSE-320
24165904,Image and video processing,EE-550
24166690,Solid state physics,PHYS-300
24166696,Satellite communications  systems and networks,COM-414
24166872,Mathematica,ENG-201
24168132,"Droit de l'architecte I, introduction : contrats et concours",ENG-483
24168210,"Droit de l'architecte II, approfondissement : la réalisation d'une construction",ENG-484
24174877,Histoire de l'architecture VII,AR-423
24174884,Histoire de l'architecture VIII,AR-424
24175202,Théorie de l'architecture VII,AR-421
24175211,Théorie de l'architecture VIII,AR-422
24195706,Stable homotopy theory,MATH-427
24237183,"Electrotechnique I, laboratoire",EE-101
24237209,"Electrotechnique II, laboratoire",EE-103
24261148,UE F : Architecture et réhabilitation,AR-439
24262657,UE I : La représentation comme visualisation et visualisation scientifique,AR-414
24291595,Outils d'analyse socio-spatiale,AR-494
24291820,Structures complexes,AR-535
24302061,HF and VHF circuits and techniques I,EE-425
24305305,Systèmes d'électronique de puissance et entraînements,EE-560
24327396,TP d'électricité II,EE-598
24327529,TP d'électricité I,EE-498
24333829,Advanced signal processing,EE-450
24334647,Optical signal processing,EE-440
24334758,Image analysis and pattern recognition,EE-451
24334771,Dynamique des réseaux,EE-470
24334778,Régimes transitoires des machines électriques,EE-460
24334799,Advanced analog and RF integrated circuits design I,EE-520
24334807,Advanced analog and RF integrated circuits design II,EE-521
24335256,Modulation et transmission,EE-541; EE-542
24335285,Image communication,EE-551
24335296,Wave propagation along transmission lines,EE-572; EE-575
24335354,Restructuration des réseaux et dérégulation,EE-570
24345850,Anneaux et modules,MATH-311
24345894,Eléments d'homotopie,MATH-320
24345915,Géométrie riemannienne,MATH-422
24345921,Homologie et cohomologie,MATH-321
24345941,Introduction à la méthode des éléments finis,MATH-350
24345947,Mesure et intégration,MATH-303
24346085,Théorie de Galois,MATH-317
24346308,Topologie I,MATH-220
24346316,Topologie II,MATH-225
24352929,Chimie physique expérimentale,CH-349
24357026,Signaux et systèmes I (pour SV),MICRO-310(b)
24357053,Signaux et systèmes II (pour SV),MICRO-311(b)
24357256,Expérimentation numérique,PHYS-333
24359768,Algèbres de Lie,MATH-319
24359872,Géométrie intégrale,MATH-425
24371214,Cellular Signalling,CH-411
24374779,Fundamentals of biomedical imaging,PHYS-438
24375105,Introduction to particle accelerators,PHYS-448
24378268,Lasers and applications in chemistry,CH-446
24381615,Advanced diffusional separation processes,ChE-402
24425476,Spectroscopie analytique,CH-460
24428961,Bioinformatics I,BIO-361
24428974,Bioinformatics II,BIO-462
24429011,Génétique,BIO-373
24429039,Biologie du développement  III ,BIO-323
24429136,Systèmes électriques et électroniques II,EE-296
24429453,Projet de pré-orientation,BIOENG-319
24429568,Materials Science,BIO-313; MSE-403
24429597,Project in Bioengineering & Biotechnology,BIOENG-339
24508366,Systèmes électriques et électroniques I,EE-295
25022918,Student seminar: security protocols and applications,COM-506
29250664,Optics III,PHYS-449
29870604,Biologie (pour CMS),PREPA-009; PREPA-010
32262661,Emerging distributed architectures,UNIL-403
32662439,Brain-computer interaction,CS-605
36216480,Qualitative Research Methods,MGT-603
36227426,Data analysis in management research,MGT-701
36234582,Venture challenge@EPFL (Fall),MGT-607; MGT-607(a)
40249190,Optoelectronics,EE-538; EE-590
40249208,Physical models for micro and nanosystems,EE-536
41367590,Intégration paysagère des aménagements à buts multiples dans le cadre de la 3ème correction du Rhône,CIVIL-360
41373004,"Quartiers, infrastructures et aménagement durable",ENV-362; PENS-309
41379587,"Construction du lieu : Réflexions autour de l'espace, du site, de l'environnement",AR-352
41379629,Photographie et territoire,AR-356
44212420,"Espace, Lumière, Temps",ENG-216
44238343,"Diagnostic en ENAC, démarche et outils de mesure",ENG-262; PENS-203
44378947,Physique moléculaire,CH-462
44379036,Dispositifs microélectroniques,EE-333; EE-335
44988934,Bio-ingénierie des cours d'eau et milieux naturels,ENV-420
44989122,Phytotechnologie pour l'environnement,ENV-403
44989223,Design project,ENV-596
44989325,Eco-morphologie fluviale,CIVIL-418; ENV-418
44989482,Projet SIE,ENV-597
44989548,Gestion du régime hydrique des sols,ENV-522
46641934,Pré-étude projet de master,CIVIL-598
46908013,Electronique de puissance II,EE-366
46908235,Real-time networks,COM-413
46909636,Capteurs,MICRO-330
47233600,Applied machine learning,MICRO-455; MICRO-550
47241891,Test of VLSI systems,EE-530
47243872,Introduction to space science,EE-581
47244272,Spacecraft design and system engineering,EE-584
47244400,Spacecraft data processing and interfaces,EE-583
47390229,Advanced composites in engineering structures,CIVIL-443
47458421,Structure et architecture,CIVIL-434
47520698,Structures existantes I : Sécurité et durabilité,CIVIL-436
47520714,Structures existantes II : Interventions,CIVIL-437
47564647,Microbiologie pour l'ingénieur,ENV-202
47565549,Chimie environnementale,ENV-200
47565939,Système d'Information Géographique (SIG),ENV-342
47572475,Advanced solid waste treatment,ENV-500
47572505,Water quality modeling,ENG-400
47572529,Environmental transport phenomena,ENG-420
47572541,Water resources engineering,ENV-424
47573939,Hydrogeophysics,ENV-523
47596038,Gestion des réseaux d'entreprise & supply chain management,MGT-527
47646815,Eléments constructifs et matériaux VII,AR-431
47675509,Physiologie générale,BIO-375
47830388,Biomicroscopy I,BIOENG-561; MICRO-561
47830400,Biomicroscopy II,BIOENG-562; MICRO-562
47832968,Enoncé théorique de master,AR-598
47847929,Sciences de l'information,COM-101
47848061,Discrete structures,CS-150
47849942,Instrumentation bio-optique,MICRO-521
47850168,Méthodes optiques de mesure,MICRO-564
47865489,Micro and nanostructuration of materials + TP,MSE-461
47865556,Introduction à la programmation objet,CS-105
47865578,Projet de technologie de l'information,CS-198
47865593,Théorie et pratique de la programmation,CS-106
47885289,Advanced computer networks and distributed systems,CS-520
47891977,Computational linguistics,CS-431
47893080,Computational molecular biology,CS-551
47898626,Principles of dependable systems,CS-521
47934533,Communication professionnelle,COM-206
47941315,Neurophysiologie,BIO-380; BIO-380(a); BIO-380(b)
47946003,Electrical systems & electronics I,EE-283; EE-295
47946020,Electrical systems & electronics II,EE-284; EE-296
47947735,Molecular endocrinology,BIO-450
47947804,Project in Life sciences and Technology,BIOENG-379
47947857,Algorithms in public-key cryptology,COM-408
47952855,Advanced cryptography,COM-501
47962905,Topics in bioinformatics I,BIO-461
47977372,Introduction à l'analyse fonctionnelle,MATH-302
47977389,Introduction aux variétés différentiables,MATH-322
47980486,Tenseurs et formes différentielles,MATH-323
47980820,Mécanique analytique (pour SMA),MATH-424
47980922,Statistical theory,MATH-442
47987718,Quantum chemistry,CH-244
47987731,Spectroscopy,CH-343
47993595,Economics and Management of innovation in LS&T,MGT-403
47994028,Image processing I,MICRO-511
47994046,Image processing II,MICRO-512
47995178,Advanced courses in immunology and microbiology,BIO-470
47995206,Cancer Biology I,BIO-471
47995213,Cancer Biology II,BIO-472
47995265,Drug discovery from bench to clinics,BIOENG-435
47995479,GLP / GMP,BIOENG-436
47997051,Information technology and e-business strategy,MGT-439
48010201,Marketing and service management,MGT-401
48026314,Chimie médicinale,CH-332
48029637,Advanced transport phenomena,BIOENG-440
48029643,Artificial Organs,BIOENG-441
48083391,Managerial accounting,MGT-481
48083965,Laboratory information management systems (LIMS),CH-404
48092864,Supply chain management,MGT-526
48093335,Projet MTE pour passage du mineur au master,MGT-491
48098126,Biotechnology laboratory II,BIOENG-433
48099118,Chemical engineering of heterogenous reactions,ChE-403
48102268,Chemical processes of sustainable and renewable energy,ChE-406
48111460,Chimie préparative TP,CH-369; UNIL-203
48122881,Introduction au droit et à l'éthique en sciences et technologies du vivant,BIO-455
48286565,Landmark papers in Genetics,BIO-475
48286779,Landmark papers in Cancer,BIO-474
48289169,Stem cell biology and technology,BIO-447
48311675,Photomedicine (SV),BIOENG-445
48311968,Selected Chapters in Medical Technology,BIOENG-443; BIOENG-446
48505505,Introduction to lab methods and practices I,BIOENG-501(a); BIOENG-501(b)
48505514,Introduction to lab methods and practices II,BIOENG-502(a); BIOENG-502(b)
48505554,Introduction to lab methods and practices III,BIOENG-503
51559381,Basic principles of drug action at the nervous system,CH-603
51642192,Advanced analysis of algorithms,CS-601
51647254,Advanced image processing and analysis (2009),COM-701
51647320,Bio-inspired Processing of Cognitive Signals,COM-603
51647362,Machine Learning (EDOC),CS-607
51680512,Software analysis and verification,CS-550
51956510,Electronic properties of solids and superconductivity,PHYS-615
52150910,Life sciences (for MX),BIO-200; MSE-200
52155310,Body perception and self conciousness,BIO-718
53510532,Mathématiques générales,MATH-186
60630409,Introduction to practical aspects of animal experimentation and animal facilities (Winter) (EDNE),BIO-609(b); BIO-689(b)
61909349,Network Coding and Information Flow,COM-608
68613470,Biomedical approaches for drug evaluation (b),CH-604(b)
70099911,Immunology and bioengineering applications,BIO-613
71466583,UE B : Critique architecturale,AR-426; AR-432
71466605,"UE C : Projets urbains, mobilité et environnement",AR-469
71466709,UE L : Dessin  d'architecture et infographie,AR-415
71466719,UE M : Espace et lumière,AR-441
71466729,UE N : Empreintes,AR-416
71466740,Art et histoire des jardins,AR-453; AR-454
71466758,"Concours bureaux d'étude, histoire et actualité",AR-488
71466811,Globalisation et régionalisation,AR-492
71466898,Qualité de l'environnement intérieur,AR-437
71470051,Théorie et critique du projet BA5 (Bassi),AR-301(a)
71470103,Théorie et critique du projet BA5 (Graf F.),AR-301(b)
71470128,Théorie et critique du projet BA5 (Taylor),AR-301(g)
71470185,Théorie et critique du projet BA6 (Bassi),AR-302(a)
71470196,Théorie et critique du projet BA6 (Graf F.),AR-302(b)
71470211,Studio BA6 (Fröhlich A. & Fröhlich M.),AR-302(d)
71470218,Théorie et critique du projet BA6 (Rampini),AR-302(f)
71471361,Théorie et critique du projet MA1 (Berger),AR-401(a)
71471393,Théorie et critique du projet MA1 (Gugger),AR-401(b)
71471407,Théorie et critique du projet MA1 (Weinand),AR-401(e)
71471414,Théorie et critique du projet MA1 (Huang),AR-401(c); AR-401(y)
71472088,Théorie et critique du projet MA2 (Gugger),AR-402(b)
71472145,Théorie et critique du projet MA2 (Berger),AR-402(a)
71472292,Théorie et critique du projet MA2 (Weinand),AR-402(e)
71472786,Théorie et critique du projet MA3 (Berger),AR-501(a)
71472877,Théorie et critique du projet MA3 (Huang),AR-501(c)
71473473,Théorie et critique du projet MA3 (Weinand),AR-501(e)
71543597,Mécanique des fluides (pour GC),CIVIL-210
71544008,Underground construction technology,CIVIL-404
71544480,Introduction to environmental engineering,ENV-167
71544625,Méthodes quantitatives I,ENG-267
71556171,Sciences du sol,ENV-222
71556446,Travaux pratiques pour l'ingénieur en environnement,ENG-268
71557569,Physico-chimie de l'atmosphère,ENV-320
71559290,Remédiation des sites,ENV-301
71572542,Groundwater and soil remediation,ENV-504
71573467,Lever aérien,ENV-441
71603019,Lumped Modelling and Simulation in Cardiovascular Physiology,ME-581
71603031,Biomécanique intégrative,ME-483
71603578,Microelectronics,MICRO-432
71603711,Cellular biology and biochemistry for engineers,BIO-105
71603739,Biological and artificial intelligent systems,MICRO-551
71614942,Systèmes de mesure,EE-206
71615018,TP de systèmes de mesure,EE-207
71621199,Lessons learned from the space exploration,EE-582
71626162,"Céramiques, structures",MSE-220
71629360,Seminar series on advances in materials,MSE-470
71629924,Materials and conservation of heritage,MSE-472
71629989,Materials for sport,MSE-473
71630377,Organic semiconductors,MSE-478
71630664,Composites technology,MSE-440
71630770,Powder technology,MSE-462
71630812,"Wood structures, properties and uses",MSE-466
71644441,Microelectronics for systems on chips,CS-474
71644584,Programmation avancée,CS-205
71644676,Advanced theoretical computer science,CS-252
71645784,Programmation orientée système,CS-207
71646415,Graph theory applications,CS-350
71646554,Operating systems,CS-323
71809458,Applications for convex optimization and linear programming,CS-454
71825947,Génie des bioprocédés environnementaux,ENV-503
71826349,TP de bioprocédés environnementaux,ENV-506
71832385,Models and methods for random networks,COM-512
71833386,Optional project in communication systems (Autumn),COM-507
71833684,Signal processing  for audio and acoustics,COM-415
71840397,Foundations of software,CS-452
71840994,Personal interaction studio,CS-489
71841009,Optional specialisation project (Autumn),CS-598
71854807,Fundamentals of radiation damage and effects,MSE-481
71855072,Equilibres et réactivité chimiques,CH-101
71856076,Eléments de cheminformatique,CH-352
71858484,Biotechnologie TP,ChE-319
71877719,Electronic spectroscopy,CH-444
71881779,Novel spectroscopic methods in chemistry,PHYS-414
71881824,Glycobiology and advanced glycochemistry,CH-436
71882112,Femtochemistry,CH-445
71882391,Experimental molecular sciences,CH-490
71883318,Project in molecular sciences,CH-491
71898059,Principles and applications of systems biology,ChE-411
71898353,The chemistry and processing of hydrocarbons,ChE-405
71898545,Chemical engineering & biotechnology lab & project,ChE-409
71934802,Pharmacology and pharmacokinetics,BIO-478
71966057,Global business environment,FIN-523; MGT-452
71966553,Economie,MGT-454
71966861,International negotiation  (for master programme),MGT-466
71968361,Managing multicultural teams,MGT-467
72187302,Algebraic topology,MATH-420
72187333,Mathematical modelling of DNA,MATH-481
72187351,Equations aux dérivées partielles non linéaires de l'environnement naturel,MATH-403
72187378,Formes modulaires et applications,MATH-413
72190240,Monte Carlo inference,MATH-440
72257890,Introduction à la science des matériaux (automne),MSE-100; MSE-100(a); MSE-100(b)
72259129,Physique TP IIIa,PHYS-319
72259375,Projet d'électricité,EE-399
72259536,Projet en énergie,ME-450
72259562,Projet en ingénierie biomédicale,MICRO-563(a); MICRO-563(b)
72259583,Projet en systèmes de communication I,COM-307
72259597,Projet en technologies spatiales,EE-589
72259617,Projet ENAC A (automne),ENV-497
72259676,Projet interdisciplinaire à option,CIVIL-493
72260050,SHS : Projet complet,HUM-400
72270661,Introduction à la science des matériaux (printemps),MSE-100; MSE-100(b); MSE-100(c)
72270709,Physique TP IIIb,PHYS-320
72270722,Physique TP IVb,PHYS-422
72270938,Projet ENAC B (printemps),ENV-498
72307021,An introduction to coding theory,MATH-480
72495894,Air pollution,ENV-400
72495962,Spatial statistics and analysis,ENG-440
72496701,Water and wastewater treatment,ENV-405
72497223,Analyse des flux de matière,ENV-501
72509161,Gestion et restauration des écosystèmes,ENV-422
72628199,Projet de master MNIS pour étudiants de Turin,EE-599; EE-599(c)
72628889,Projet de master MNIS pour étudiants de Grenoble,EE-599; EE-599(b)
72915450,Législation du travail au laboratoire,ENG-432
73562239,Risk management,ENG-430
75309053,Modeling of emerging electron devices,EE-537
78659181,Optional specialisation project (Spring),CS-598
78938154,Recherche opérationnelle,MATH-265
79015551,Ecologie générale,ENV-220
79075921,Advanced biotechnology I,BIOENG-431
79075928,Advanced biotechnology II,BIOENG-432
79254062,Entrepreneurship (Autumn),MGT-413(a)
79254073,Entrepreneurship (Spring),MGT-413(b)
79308924,Management qualité,MGT-428
79498310,Frontiers in nanosciences I,PHYS-407
79498319,Frontiers in nanosciences II,PHYS-408
79519280,"Devenir, impact et risques des polluants",ENV-502
79523488,Environmental Engineering Seminar series (Autumn),ENV-467(a)
79523570,Environmental Engineering Seminar series (Spring),ENV-467(b)
79561479,Theoretical computer science,CS-251; CS-352
80332095,Optional project in communication systems (Spring),COM-507
80395102,Introduction to finance (IF master and minor only),FIN-401; MGT-480
80395383,Design of market-based solutions to allocation problems,FIN-421
80625536,Current topics in mass spectrometry,CH-705
80628690,Formage des métaux,MSE-260
80649425,Advanced Topics in Cryptology,COM-702
80679899,Modern coding theory : Iterative decoding,COM-708
80819204,Working seminar in Topology,MATH-726
80878456,Mechanical wave propagation,ME-621
80887095,Product lifecycle management - concepts methods and tools,MGT-707
80890310,Advanced biomedical imaging methods and instrumentation,PHYS-719
80954090,Topics in neurosciences and philosophy (EDNE),BIO-624
80956652,Systèmes logiques II,CS-172
80956661,Systèmes logiques  I,CS-170
80958519,Comportement organisationnel A,HUM-346; MGT-465
81643917,UE A : Ville et jardins: histoire et projet,AR-467
82454065,Security and Cooperation in Wireless Networks,COM-614
82771421,Compléments de chimie minérale et analytique,CH-173; UNIL-113
82805306,Projet en systèmes de communication II,COM-416
83954139,Using Mathematica to analyse and model experimental data,PHYS-625; PHYS-625(a); PHYS-625(b)
85594280,Algèbre linéaire (pour CMS),PREPA-001; PREPA-002
89184996,"Mécanique des solides, chapitres choisis",CIVIL-521; CIVIL-524
90181927,Projet de master pour étudiant venant en échange à l'EPFL,EPFL-401
95557168,Intensive TEM and SEM training course (Fall),MSE-603(a)
106576105,Energie et Cité : défis du développement durable,AR-238
106583009,Home 2.0,AR-218
113368068,Advanced quantum field theory,PHYS-702
125534033,Hydrology for engineer I,ENV-221(a)
125534099,Hydrology for engineer II,ENV-221(b)
125910731,Dynamiques spatiales et acteurs du territoire,AR-351
125911473,Introduction aux systèmes embarqués et temps réel,ENV-369
125931076,Introduction to multiscale methods,CIVIL-523
125935283,Ondes de crue et de rupture de barrage,CIVIL-515
126520129,Théorie et critique du projet BA5 (Khoury),AR-301(c)
126520210,Théorie et critique du projet BA5 (Rebelo),AR-301(d)
126520303,Théorie et critique du projet BA6 (Buchner & Bruendler),AR-302(c)
126520416,Théorie et critique du projet BA6 (Geninasca et Delefortrie),AR-302(d)
126534033,Quantitative methods II,ENV-366
126584219,Théorie et critique du projet MA1 (Jaccaud),AR-401(d)
126584531,Théorie et critique du projet MA1 (Saunt),AR-401(f)
126586981,Théorie et critique du projet MA2 (Huang),AR-402(c); AR-402(y)
126587206,Théorie et critique du projet MA2 (Saunt),AR-402(f)
126588213,Théorie et critique du projet MA2 (Jaccaud),AR-402(d)
126589494,Théorie et critique du projet MA3 (Saunt),AR-501(f)
126724514,UE H : Architectures,AR-413
126727237,Caractères architecturaux et urbanismes de l'Islam,AR-457
126727459,Cartographie des controverses socio-techniques,AR-486
126737053,Climate and climate change,ENV-520
126854434,Energy conversion,ME-452
126854462,Advanced energy conversion technologies,ME-457
126855770,Génie sanitaire dans les pays en développement,ENV-402
126858712,Instrumentation et simulation des STEPs,ENV-505
126877750,Mécanique des structures (pour GM),ME-231; ME-232
126907558,L'ingénieur dans R&D industriels,MICRO-540
126999599,Heat and mass transfer,ME-341
127003831,Introduction to discrete optimization,MATH-361
127005949,Conception de mécanismes spatiaux : introduction,EE-580
127006741,Modélisation et simulation par éléments finis,ME-373
127011235,Advanced energetics and engines,ME-451(a)
127015817,Computational fluid dynamics-compressible flows,ME-471
127750809,Numerical methods in thermal sciences,ME-571
127775050,3D Electron Microscopy and FIB-Nanotomography,MSE-704
127857132,Plasma physics II,PHYS-423
127857151,Plasma physics III,PHYS-424
127879181,Occupational sampling and analysis techniques for chemical pollutants,CH-613
127879453,Astrophysics III : Observational cosmology,PHYS-401
127885653,Frontiers in Chemical Synthesis. Towards Sustainable Chemistry,CH-707
127898596,Basic and advanced NMR -  Level 1 B (EPF Sion),CH-601; CH-601(b); CH-601(y)
127899392,Basic and advanced NMR - Level 2 (EPFL),CH-703
128123325,Probability and statistics ,MATH-232
128313735,Algebra,MATH-310
128314283,Graph theory,MATH-360
128319867,Introduction à l'optimisation différentiable,MATH-365
128329155,Microscopie électronique : introduction,MSE-352
128336015,Research project in materials,MSE-490
128336149,Team project in materials research,MSE-491
128342116,Electron microscopy: advanced methods,(MSE-450); MSE-450
128350847,De- and re-regulation of Network Industries,MGT-609
128532585,Network security,COM-301
128636096,Informatique graphique,CS-340
128648843,Informatique répartie,CS-324
128676455,Projet en informatique I,CS-398
128676975,Projet en informatique II,CS-498
128679600,Highlights in microtechnology,MICRO-607
128683511,High-temperature deformation and fracture,MSE-410
128686658,Polymer physical chemistry and materials properties,MSE-431
128687206,"Semiconductor materials and properties, from the bulk to the nanostructure",MSE-484
128690863,Experimental methods in physics I,PHYS-405
128690912,Experimental methods in physics II,PHYS-406
128694988,Optics I,PHYS-305; PHYS-317
128778875,Advanced algorithms,CS-450
128784262,Introduction to aeroelasticity,ME-606
128789807,Advanced multiprocessor architecture,CS-471
128794618,Advanced topics in software analysis and verification,CS-550
128808042,Systèmes hybrides,EE-562
128832601,Optics II,PHYS-306; PHYS-318
128846720,Advanced Fossil and Renewable Energy Systems,ME-442
128847590,Relativistic quantum fields I,PHYS-431
128847660,Relativistic quantum fields II,PHYS-432
128848626,Computer simulation of physical systems I,PHYS-403
128848739,Computer simulation of physical systems II,PHYS-404; PHYS-404(a); PHYS-404(b)
128849669,Semiconductor electronic and optoelectronic devices I,PHYS-433
128849811,Semiconductor electronic and optoelectronic devices II,PHYS-434
128850595,Group theory and discrete symmetries in physics,PHYS-409
128851000,Neutronics,PHYS-443
128851155,Diffraction physics and image formation in microscopy,MSE-402
128851631,Statistical physics of biomacromolecules,PHYS-441
